tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
in_ns_to_ko.135;3379.00;-23142338#2_0;5.10;0.00;0.04;3644.00;972103805_0;116.86;9.66;265.00;1398.55;96.00;2;0.00;130.67;0;tripinfo_in_ns_to_ko.135;car;0.94;
in_ba_to_os.39;3204.00;-230845886_0;5.10;0.00;2.27;3647.00;45494495_0;58.90;9.78;443.00;1647.96;140.00;10;0.00;274.29;0;tripinfo_in_ba_to_os.39;car;0.88;
in_ba_to_os.40;3223.00;-230845886_0;5.10;0.00;2.41;3649.00;45494495_0;58.90;12.33;426.00;1647.96;135.00;8;0.00;294.29;0;tripinfo_in_ba_to_os.40;car;1.13;
in_as_to_ns.35;3261.00;23687583_0;5.10;0.00;24.81;3649.00;23142338#2_0;290.21;11.64;388.00;1995.73;161.00;7;0.00;230.16;0;tripinfo_in_as_to_ns.35;car;1.15;
in_ns_to_gg.12;3088.00;-23142338#2_0;5.10;0.00;0.89;3652.00;23156305_0;1264.14;9.50;564.00;3297.24;165.00;5;0.00;227.73;0;tripinfo_in_ns_to_gg.12;car;0.89;
in_od_to_as.41;3222.00;803785575#0_0;5.10;0.00;20.11;3653.00;41899283#1_0;148.70;12.16;431.00;2382.09;52.00;7;0.00;238.42;0;tripinfo_in_od_to_as.41;car;1.12;
in_as_to_sl.28;2881.00;23687583_0;5.10;0.00;32.78;3655.00;28706217_0;94.10;6.23;774.00;1976.75;406.00;18;0.00;549.67;0;tripinfo_in_as_to_sl.28;car;0.82;
in_as_to_ko.58;3440.00;23687583_0;5.10;0.00;7.04;3655.00;972103805_0;116.86;10.96;215.00;1102.39;75.00;4;0.00;115.20;0;tripinfo_in_as_to_ko.58;car;1.00;
in_ba_to_as.48;3495.00;-230845886_0;5.10;0.00;3.54;3655.00;41899283#1_0;148.70;11.67;160.00;1430.78;0.00;0;0.00;48.49;0;tripinfo_in_ba_to_as.48;car;1.16;
in_od_to_gj.13;3247.00;803785575#0_0;5.10;0.00;30.82;3656.00;23527526_0;253.75;10.57;409.00;2706.99;59.00;5;0.00;177.38;0;tripinfo_in_od_to_gj.13;car;1.06;
in_as_to_sl.30;2921.00;23687583_0;5.10;0.00;27.32;3657.00;28706217_0;94.10;8.06;736.00;1976.75;391.00;15;0.00;553.36;0;tripinfo_in_as_to_sl.30;car;1.01;
in_as_to_ko.59;3492.00;23687583_0;5.10;0.00;33.19;3657.00;972103805_0;116.86;11.35;165.00;1102.39;37.00;3;0.00;70.70;0;tripinfo_in_as_to_ko.59;car;1.06;
in_as_to_ko.60;3501.00;23687583_0;5.10;0.00;31.39;3659.00;972103805_0;116.86;10.50;158.00;1102.39;28.00;2;0.00;63.57;0;tripinfo_in_as_to_ko.60;car;1.06;
in_ba_to_as.49;3510.00;-230845886_0;5.10;0.00;4.31;3659.00;41899283#1_0;148.70;11.55;149.00;1430.78;0.00;0;0.00;29.55;0;tripinfo_in_ba_to_as.49;car;1.09;
in_ba_to_sl.22;2960.00;-230845886_0;5.10;0.00;1.86;3662.00;28706217_0;94.10;6.56;702.00;1934.94;359.00;22;0.00;489.52;0;tripinfo_in_ba_to_sl.22;car;0.85;
in_as_to_ns.36;3291.00;23687583_0;5.10;0.00;25.49;3662.00;23142338#2_0;290.21;9.88;371.00;1995.73;108.00;6;0.00;171.93;0;tripinfo_in_as_to_ns.36;car;0.91;
in_as_to_ba.31;3456.00;23687583_0;5.10;0.00;0.10;3663.00;230845886_0;633.12;11.50;207.00;1356.50;40.00;4;0.00;92.59;0;tripinfo_in_as_to_ba.31;car;1.07;
in_as_to_ko.61;3523.00;23687583_0;5.10;0.00;28.84;3663.00;972103805_0;116.86;11.58;140.00;1102.39;13.00;1;0.00;45.45;0;tripinfo_in_as_to_ko.61;car;1.05;
in_as_to_sl.32;2958.00;23687583_0;5.10;0.00;25.96;3664.00;28706217_0;94.10;8.68;706.00;1976.75;384.00;15;0.00;532.54;0;tripinfo_in_as_to_sl.32;car;1.06;
in_ba_to_gj.43;3475.00;-230845886_0;5.10;0.00;0.08;3666.00;23527526_0;253.75;10.93;191.00;1755.68;0.00;0;0.00;29.84;0;tripinfo_in_ba_to_gj.43;car;0.99;
in_as_to_os.30;3252.00;23687583_0;5.10;0.00;27.06;3667.00;45494495_0;58.90;9.81;415.00;1689.77;119.00;7;0.00;256.91;0;tripinfo_in_as_to_os.30;car;0.97;
in_ba_to_ko.80;3344.00;-230845886_0;5.10;0.00;4.66;3667.00;972103805_0;116.86;10.52;323.00;2114.29;83.00;3;0.00;126.56;0;tripinfo_in_ba_to_ko.80;car;0.98;
in_ba_to_gg.17;3365.00;-230845886_0;5.10;0.00;0.82;3667.00;23156305_0;1264.14;10.46;302.00;2718.65;20.00;1;0.00;52.38;0;tripinfo_in_ba_to_gg.17;car;0.99;
in_ba_to_os.41;3275.00;-230845886_0;5.10;0.00;6.48;3669.00;45494495_0;58.90;11.64;394.00;1647.96;95.00;6;0.00;253.92;0;tripinfo_in_ba_to_os.41;car;1.07;
in_ba_to_ko.81;3353.00;-230845886_0;5.10;0.00;0.01;3669.00;972103805_0;116.86;12.23;316.00;2114.29;83.00;3;0.00;149.84;0;tripinfo_in_ba_to_ko.81;car;1.16;
in_as_to_ko.62;3534.00;23687583_0;5.10;0.00;27.37;3674.00;972103805_0;116.86;10.25;140.00;1102.39;10.00;1;0.00;40.63;0;tripinfo_in_as_to_ko.62;car;1.00;
in_ba_to_as.50;3513.00;-230845886_0;5.10;0.00;4.50;3676.00;41899283#1_0;148.70;9.07;163.00;1430.78;0.00;0;0.00;16.07;0;tripinfo_in_ba_to_as.50;car;0.88;
in_od_to_gg.43;3072.00;803785575#0_0;5.10;0.00;2.95;3677.00;23156305_0;1264.14;9.81;605.00;3669.96;103.00;9;0.00;250.67;0;tripinfo_in_od_to_gg.43;car;0.94;
in_ba_to_gj.44;3492.00;-230845886_0;5.10;0.00;0.58;3677.00;23527526_0;253.75;10.55;185.00;1755.68;0.00;0;0.00;26.20;0;tripinfo_in_ba_to_gj.44;car;1.00;
in_ba_to_ko.82;3362.00;-230845886_0;5.10;0.00;1.51;3678.00;972103805_0;116.86;10.16;316.00;2114.29;78.00;4;0.00;118.26;0;tripinfo_in_ba_to_ko.82;car;0.98;
in_od_to_gg.42;3054.00;803785575#0_0;5.10;0.00;2.28;3679.00;23156305_0;1264.14;10.63;625.00;3669.96;102.00;9;0.00;297.80;0;tripinfo_in_od_to_gg.42;car;1.02;
in_ba_to_ko.83;3383.00;-230845886_0;5.10;0.00;0.88;3680.00;972103805_0;116.86;10.96;297.00;2114.29;66.00;4;0.00;108.96;0;tripinfo_in_ba_to_ko.83;car;1.03;
in_ba_to_gg.18;3391.00;-230845886_0;5.10;0.00;0.09;3681.00;23156305_0;1264.14;12.53;290.00;2718.65;9.00;1;0.00;80.56;0;tripinfo_in_ba_to_gg.18;car;1.18;
in_as_to_kl.12;3508.00;23687583_0;5.10;0.00;31.03;3682.00;28716808#1_0;754.74;7.29;174.00;1207.92;3.00;1;0.00;31.53;0;tripinfo_in_as_to_kl.12;car;0.77;
in_od_to_gg.44;3105.00;803785575#0_0;5.10;0.00;9.88;3683.00;23156305_0;1264.14;10.07;578.00;3669.96;64.00;8;0.00;250.22;0;tripinfo_in_od_to_gg.44;car;1.02;
in_od_to_kl.34;3225.00;803785575#0_0;5.10;0.00;21.87;3684.00;28716808#1_0;754.74;10.46;459.00;2678.40;67.00;7;0.00;223.32;0;tripinfo_in_od_to_kl.34;car;1.03;
in_od_to_kl.35;3231.00;803785575#0_0;5.10;0.00;24.78;3686.00;28716808#1_0;754.74;10.06;455.00;2678.40;47.00;5;0.00;206.80;0;tripinfo_in_od_to_kl.35;car;0.98;
in_ns_to_as.17;3249.00;-23142338#2_0;5.10;0.00;0.64;3686.00;41899283#1_0;148.70;9.89;437.00;2009.37;171.00;5;0.00;231.56;0;tripinfo_in_ns_to_as.17;car;0.89;
in_ns_to_gj.11;3338.00;-23142338#2_0;5.10;0.00;2.57;3689.00;23527526_0;253.75;11.57;351.00;2084.96;115.00;3;0.00;175.78;0;tripinfo_in_ns_to_gj.11;car;1.08;
in_od_to_gg.46;3135.00;803785575#0_0;5.10;0.00;0.73;3690.00;23156305_0;1264.14;10.96;555.00;3669.96;78.00;6;0.00;233.67;0;tripinfo_in_od_to_gg.46;car;1.04;
in_ns_to_as.18;3304.00;-23142338#2_0;5.10;0.00;0.37;3690.00;41899283#1_0;148.70;10.60;386.00;2009.37;131.00;4;0.00;194.37;0;tripinfo_in_ns_to_as.18;car;0.96;
in_ba_to_gj.45;3507.00;-230845886_0;5.10;0.00;2.26;3690.00;23527526_0;253.75;12.41;183.00;1755.68;1.00;1;0.00;43.38;0;tripinfo_in_ba_to_gj.45;car;1.14;
in_as_to_gj.50;3620.00;23687583_0;5.10;0.00;0.00;3693.00;23527526_0;253.75;11.57;73.00;649.06;8.00;1;0.00;19.24;0;tripinfo_in_as_to_gj.50;car;1.10;
in_ns_to_ko.136;3409.00;-23142338#2_0;5.10;0.00;2.42;3695.00;972103805_0;116.86;10.27;286.00;1398.55;120.00;3;0.00;152.35;0;tripinfo_in_ns_to_ko.136;car;0.94;
in_ns_to_ko.137;3413.00;-23142338#2_0;5.10;0.00;0.85;3697.00;972103805_0;116.86;12.12;284.00;1398.55;123.00;3;0.00;169.81;0;tripinfo_in_ns_to_ko.137;car;1.10;
in_od_to_br.41;3192.00;803785575#0_0;5.10;0.00;15.62;3700.00;23156390_0;1121.44;10.60;508.00;3149.31;75.00;8;0.00;228.18;0;tripinfo_in_od_to_br.41;car;1.02;
in_ns_to_ko.138;3417.00;-23142338#2_0;5.10;0.00;0.66;3700.00;972103805_0;116.86;11.05;283.00;1398.55;121.00;3;0.00;157.50;0;tripinfo_in_ns_to_ko.138;car;1.01;
in_ns_to_ko.140;3423.00;-23142338#2_0;5.10;0.00;0.81;3702.00;972103805_0;116.86;10.62;279.00;1398.55;102.00;3;0.00;158.70;0;tripinfo_in_ns_to_ko.140;car;1.05;
in_as_to_ba.32;3553.00;23687583_0;5.10;0.00;33.57;3707.00;230845886_0;633.12;10.66;154.00;1356.50;9.00;2;0.00;36.71;0;tripinfo_in_as_to_ba.32;car;1.05;
in_ba_to_ns.19;3445.00;-230845886_0;5.10;0.00;3.03;3708.00;23142338#2_0;290.21;11.69;263.00;2346.36;36.00;2;0.00;74.73;0;tripinfo_in_ba_to_ns.19;car;1.13;
in_od_to_gg.45;3118.00;803785575#0_0;5.10;0.00;0.37;3721.00;23156305_0;1264.14;8.29;603.00;3669.96;80.00;6;0.00;207.04;0;tripinfo_in_od_to_gg.45;car;0.84;
in_as_to_ba.33;3562.00;23687583_0;5.10;0.00;22.68;3721.00;230845886_0;633.12;10.26;159.00;1356.50;9.00;1;0.00;30.18;0;tripinfo_in_as_to_ba.33;car;0.95;
in_as_to_sl.31;2949.00;23687583_0;5.10;0.00;24.03;3722.00;28706217_0;94.10;8.57;773.00;1976.75;439.00;20;0.00;601.46;0;tripinfo_in_as_to_sl.31;car;1.07;
in_ba_to_gg.19;3417.00;-230845886_0;5.10;0.00;0.77;3722.00;23156305_0;1264.14;9.75;305.00;2718.65;0.00;0;0.00;60.62;0;tripinfo_in_ba_to_gg.19;car;1.01;
in_od_to_gg.47;3144.00;803785575#0_0;5.10;0.00;5.31;3724.00;23156305_0;1264.14;11.42;580.00;3669.96;81.00;7;0.00;277.89;0;tripinfo_in_od_to_gg.47;car;1.10;
in_ba_to_gg.20;3436.00;-230845886_0;5.10;0.00;0.14;3726.00;23156305_0;1264.14;11.39;290.00;2718.65;0.00;0;0.00;53.26;0;tripinfo_in_ba_to_gg.20;car;1.04;
in_as_to_sl.34;2985.00;23687583_0;5.10;0.00;17.67;3727.00;28706217_0;94.10;6.83;742.00;1976.75;397.00;20;0.00;553.72;0;tripinfo_in_as_to_sl.34;car;0.98;
in_as_to_sl.33;2979.00;23687583_0;5.10;0.00;18.79;3730.00;28706217_0;94.10;7.97;751.00;1976.75;407.00;23;0.00;568.19;0;tripinfo_in_as_to_sl.33;car;1.00;
in_ba_to_as.51;3583.00;-230845886_0;5.10;0.00;0.70;3731.00;41899283#1_0;148.70;10.08;148.00;1430.78;2.00;1;0.00;19.29;0;tripinfo_in_ba_to_as.51;car;1.01;
in_ba_to_sl.24;3101.00;-230845886_0;5.10;0.00;5.46;3735.00;28706217_0;94.10;8.08;634.00;1934.94;289.00;13;0.00;456.96;0;tripinfo_in_ba_to_sl.24;car;1.02;
in_ba_to_as.52;3592.00;-230845886_0;5.10;0.00;1.46;3735.00;41899283#1_0;148.70;12.32;143.00;1430.78;0.00;0;0.00;28.10;0;tripinfo_in_ba_to_as.52;car;1.13;
in_ns_to_kl.9;3323.00;-23142338#2_0;5.10;0.00;3.85;3737.00;28716808#1_0;754.74;10.34;414.00;2315.58;135.00;6;0.00;192.85;0;tripinfo_in_ns_to_kl.9;car;0.95;
in_ba_to_os.42;3370.00;-230845886_0;5.10;0.00;0.33;3738.00;45494495_0;58.90;10.48;368.00;1647.96;132.00;5;0.00;224.36;0;tripinfo_in_ba_to_os.42;car;1.04;
in_ns_to_ko.139;3420.00;-23142338#2_0;5.10;0.00;2.67;3738.00;972103805_0;116.86;7.42;318.00;1398.55;105.00;3;0.00;135.41;0;tripinfo_in_ns_to_ko.139;car;0.69;
in_as_to_sl.35;2997.00;23687583_0;5.10;0.00;15.21;3739.00;28706217_0;94.10;6.49;742.00;1976.75;376.00;19;0.00;545.37;0;tripinfo_in_as_to_sl.35;car;0.93;
in_ns_to_kl.10;3394.00;-23142338#2_0;5.10;0.00;0.26;3739.00;28716808#1_0;754.74;10.51;345.00;2315.58;90.00;3;0.00;136.13;0;tripinfo_in_ns_to_kl.10;car;1.00;
in_as_to_gg.12;3545.00;23687583_0;5.10;0.00;31.94;3739.00;23156305_0;1264.14;10.03;194.00;1600.87;9.00;1;0.00;40.18;0;tripinfo_in_as_to_gg.12;car;0.94;
in_as_to_os.31;3324.00;23687583_0;5.10;0.00;43.14;3740.00;45494495_0;58.90;12.11;416.00;1689.77;133.00;8;0.00;280.59;0;tripinfo_in_as_to_os.31;car;1.13;
in_ns_to_ko.141;3450.00;-23142338#2_0;5.10;0.00;0.31;3740.00;972103805_0;116.86;8.81;290.00;1398.55;97.00;2;0.00;138.16;0;tripinfo_in_ns_to_ko.141;car;0.83;
in_as_to_sl.40;3120.00;23687583_0;5.10;0.00;62.49;3741.00;28706217_0;94.10;7.78;621.00;1976.75;291.00;10;0.00;440.55;0;tripinfo_in_as_to_sl.40;car;1.02;
in_as_to_kl.13;3568.00;23687583_0;5.10;0.00;14.42;3741.00;28716808#1_0;754.74;12.30;173.00;1207.92;37.00;2;0.00;75.02;0;tripinfo_in_as_to_kl.13;car;1.12;
in_as_to_gj.51;3647.00;23687583_0;5.10;0.00;4.57;3741.00;23527526_0;253.75;8.52;94.00;649.06;4.00;1;0.00;20.32;0;tripinfo_in_as_to_gj.51;car;0.80;
in_ns_to_ko.142;3473.00;-23142338#2_0;5.10;0.00;0.49;3742.00;972103805_0;116.86;11.41;269.00;1398.55;81.00;2;0.00;154.15;0;tripinfo_in_ns_to_ko.142;car;1.10;
in_as_to_os.32;3330.00;23687583_0;5.10;0.00;35.13;3743.00;45494495_0;58.90;9.56;413.00;1689.77;129.00;6;0.00;255.33;0;tripinfo_in_as_to_os.32;car;0.97;
in_as_to_gj.52;3650.00;23687583_0;5.10;0.00;6.97;3743.00;23527526_0;253.75;13.44;93.00;649.06;3.00;1;0.00;44.02;0;tripinfo_in_as_to_gj.52;car;1.22;
in_ba_to_sl.23;3045.00;-230845886_0;5.10;0.00;5.29;3744.00;28706217_0;94.10;7.36;699.00;1934.94;362.00;21;0.00;515.10;0;tripinfo_in_ba_to_sl.23;car;0.98;
in_ns_to_ko.143;3486.00;-23142338#2_0;5.10;0.00;3.57;3744.00;972103805_0;116.86;9.48;258.00;1398.55;65.00;2;0.00;124.32;0;tripinfo_in_ns_to_ko.143;car;0.95;
in_as_to_ns.37;3418.00;23687583_0;5.10;0.00;42.23;3745.00;23142338#2_0;290.21;10.08;327.00;1995.73;89.00;4;0.00;142.93;0;tripinfo_in_as_to_ns.37;car;0.99;
in_ba_to_gj.46;3538.00;-230845886_0;5.10;0.00;0.38;3745.00;23527526_0;253.75;11.58;207.00;1755.68;23.00;3;0.00;55.81;0;tripinfo_in_ba_to_gj.46;car;1.05;
in_as_to_ko.63;3601.00;23687583_0;5.10;0.00;0.00;3745.00;972103805_0;116.86;11.24;144.00;1102.39;33.00;1;0.00;53.06;0;tripinfo_in_as_to_ko.63;car;1.09;
in_od_to_gg.49;3198.00;803785575#0_0;5.10;0.00;8.17;3747.00;23156305_0;1264.14;10.12;549.00;3669.96;78.00;6;0.00;221.44;0;tripinfo_in_od_to_gg.49;car;1.02;
in_as_to_ko.64;3612.00;23687583_0;5.10;0.00;0.38;3747.00;972103805_0;116.86;10.26;135.00;1102.39;18.00;1;0.00;34.50;0;tripinfo_in_as_to_ko.64;car;0.99;
in_as_to_gj.53;3673.00;23687583_0;5.10;0.00;0.66;3747.00;23527526_0;253.75;9.36;74.00;649.06;0.00;0;0.00;9.38;0;tripinfo_in_as_to_gj.53;car;0.92;
in_as_to_sl.36;3022.00;23687583_0;5.10;0.00;17.09;3749.00;28706217_0;94.10;7.14;727.00;1976.75;360.00;18;0.00;543.74;0;tripinfo_in_as_to_sl.36;car;1.00;
in_as_to_ko.65;3635.00;23687583_0;5.10;0.00;0.86;3749.00;972103805_0;116.86;11.23;114.00;1102.39;4.00;1;0.00;25.04;0;tripinfo_in_as_to_ko.65;car;1.12;
in_as_to_kl.14;3608.00;23687583_0;5.10;0.00;0.50;3751.00;28716808#1_0;754.74;10.15;143.00;1207.92;3.00;1;0.00;24.51;0;tripinfo_in_as_to_kl.14;car;0.93;
in_as_to_gj.54;3682.00;23687583_0;5.10;0.00;1.76;3752.00;23527526_0;253.75;9.41;70.00;649.06;0.00;0;0.00;7.19;0;tripinfo_in_as_to_gj.54;car;0.94;
in_ba_to_ko.84;3442.00;-230845886_0;5.10;0.00;0.96;3753.00;972103805_0;116.86;9.99;311.00;2114.29;76.00;3;0.00;109.99;0;tripinfo_in_ba_to_ko.84;car;0.96;
in_ba_to_ko.85;3454.00;-230845886_0;5.10;0.00;7.31;3755.00;972103805_0;116.86;11.67;301.00;2114.29;71.00;3;0.00;122.41;0;tripinfo_in_ba_to_ko.85;car;1.08;
in_ba_to_ko.86;3471.00;-230845886_0;5.10;0.00;0.83;3757.00;972103805_0;116.86;10.62;286.00;2114.29;49.00;3;0.00;97.43;0;tripinfo_in_ba_to_ko.86;car;1.02;
in_ba_to_gj.47;3560.00;-230845886_0;5.10;0.00;3.52;3757.00;23527526_0;253.75;9.83;197.00;1755.68;3.00;1;0.00;26.08;0;tripinfo_in_ba_to_gj.47;car;0.93;
in_as_to_os.33;3342.00;23687583_0;5.10;0.00;21.31;3761.00;45494495_0;58.90;10.75;419.00;1689.77;112.00;10;0.00;268.25;0;tripinfo_in_as_to_os.33;car;1.02;
in_ba_to_ko.87;3498.00;-230845886_0;5.10;0.00;1.17;3761.00;972103805_0;116.86;8.82;263.00;2114.29;7.00;1;0.00;35.30;0;tripinfo_in_ba_to_ko.87;car;0.85;
in_as_to_ba.34;3571.00;23687583_0;5.10;0.00;3.36;3762.00;230845886_0;633.12;9.49;191.00;1356.50;30.00;3;0.00;60.49;0;tripinfo_in_as_to_ba.34;car;0.94;
in_as_to_kl.15;3638.00;23687583_0;5.10;0.00;2.90;3762.00;28716808#1_0;754.74;10.96;124.00;1207.92;4.00;1;0.00;19.66;0;tripinfo_in_as_to_kl.15;car;1.06;
in_ba_to_ko.88;3504.00;-230845886_0;5.10;0.00;1.03;3763.00;972103805_0;116.86;10.21;259.00;2114.29;6.00;1;0.00;60.15;0;tripinfo_in_ba_to_ko.88;car;0.97;
in_ba_to_ko.89;3529.00;-230845886_0;5.10;0.00;0.91;3765.00;972103805_0;116.86;10.66;236.00;2114.29;4.00;1;0.00;51.96;0;tripinfo_in_ba_to_ko.89;car;1.05;
in_as_to_ba.35;3631.00;23687583_0;5.10;0.00;0.06;3766.00;230845886_0;633.12;11.25;135.00;1356.50;0.00;0;0.00;18.63;0;tripinfo_in_as_to_ba.35;car;1.05;
in_as_to_ko.66;3644.00;23687583_0;5.10;0.00;2.39;3767.00;972103805_0;116.86;10.50;123.00;1102.39;6.00;1;0.00;24.96;0;tripinfo_in_as_to_ko.66;car;1.02;
in_ns_to_as.19;3398.00;-23142338#2_0;5.10;0.00;0.70;3768.00;41899283#1_0;148.70;11.57;370.00;2009.37;147.00;4;0.00;198.88;0;tripinfo_in_ns_to_as.19;car;1.07;
in_ba_to_gj.48;3564.00;-230845886_0;5.10;0.00;0.62;3768.00;23527526_0;253.75;9.49;204.00;1755.68;8.00;2;0.00;30.26;0;tripinfo_in_ba_to_gj.48;car;0.91;
in_ba_to_gj.49;3589.00;-230845886_0;5.10;0.00;4.83;3770.00;23527526_0;253.75;10.88;181.00;1755.68;1.00;1;0.00;22.70;0;tripinfo_in_ba_to_gj.49;car;1.01;
in_ns_to_as.20;3436.00;-23142338#2_0;5.10;0.00;0.27;3771.00;41899283#1_0;148.70;11.44;335.00;2009.37;104.00;4;0.00;164.68;0;tripinfo_in_ns_to_as.20;car;1.08;
in_ba_to_gj.50;3596.00;-230845886_0;5.10;0.00;3.09;3772.00;23527526_0;253.75;10.69;176.00;1755.68;0.00;0;0.00;18.74;0;tripinfo_in_ba_to_gj.50;car;1.01;
in_od_to_gg.48;3180.00;803785575#0_0;5.10;0.00;12.28;3778.00;23156305_0;1264.14;9.19;598.00;3669.96;82.00;6;0.00;208.13;0;tripinfo_in_od_to_gg.48;car;0.85;
in_ba_to_gj.51;3599.00;-230845886_0;5.10;0.00;6.07;3779.00;23527526_0;253.75;10.03;180.00;1755.68;0.00;0;0.00;15.40;0;tripinfo_in_ba_to_gj.51;car;0.97;
in_ba_to_gg.21;3451.00;-230845886_0;5.10;0.00;6.26;3780.00;23156305_0;1264.14;12.67;329.00;2718.65;24.00;1;0.00;123.96;0;tripinfo_in_ba_to_gg.21;car;1.21;
in_od_to_gg.50;3207.00;803785575#0_0;5.10;0.00;12.48;3781.00;23156305_0;1264.14;10.45;574.00;3669.96;66.00;7;0.00;223.89;0;tripinfo_in_od_to_gg.50;car;0.95;
in_od_to_gg.53;3237.00;803785575#0_0;5.10;0.00;24.24;3783.00;23156305_0;1264.14;10.57;546.00;3669.96;49.00;8;0.00;212.48;0;tripinfo_in_od_to_gg.53;car;1.00;
in_as_to_gj.55;3686.00;23687583_0;5.10;0.00;3.23;3783.00;23527526_0;253.75;9.68;97.00;649.06;22.00;1;0.00;33.38;0;tripinfo_in_as_to_gj.55;car;0.94;
in_as_to_gj.56;3704.00;23687583_0;5.10;0.00;0.04;3785.00;23527526_0;253.75;11.42;81.00;649.06;11.00;1;0.00;26.63;0;tripinfo_in_as_to_gj.56;car;1.10;
in_od_to_gg.55;3250.00;803785575#0_0;5.10;0.00;32.60;3787.00;23156305_0;1264.14;9.72;537.00;3669.96;33.00;2;0.00;167.67;0;tripinfo_in_od_to_gg.55;car;0.90;
in_od_to_gg.54;3244.00;803785575#0_0;5.10;0.00;29.36;3789.00;23156305_0;1264.14;11.39;545.00;3669.96;53.00;6;0.00;226.53;0;tripinfo_in_od_to_gg.54;car;1.04;
in_od_to_gg.51;3228.00;803785575#0_0;5.10;0.00;22.25;3791.00;23156305_0;1264.14;12.14;563.00;3669.96;53.00;7;0.00;260.90;0;tripinfo_in_od_to_gg.51;car;1.10;
in_od_to_gg.52;3234.00;803785575#0_0;5.10;0.00;25.92;3792.00;23156305_0;1264.14;11.88;558.00;3669.96;61.00;4;0.00;252.38;0;tripinfo_in_od_to_gg.52;car;1.09;
in_ns_to_as.21;3444.00;-23142338#2_0;5.10;0.00;0.83;3798.00;41899283#1_0;148.70;8.63;354.00;2009.37;106.00;3;0.00;148.46;0;tripinfo_in_ns_to_as.21;car;0.89;
in_ba_to_as.53;3630.00;-230845886_0;5.10;0.00;6.17;3801.00;41899283#1_0;148.70;11.86;171.00;1430.78;16.00;2;0.00;50.80;0;tripinfo_in_ba_to_as.53;car;1.08;
in_as_to_br.12;3625.00;23687583_0;5.10;0.00;0.79;3802.00;23156390_0;1121.44;9.63;177.00;1694.48;2.00;1;0.00;20.76;0;tripinfo_in_as_to_br.12;car;0.98;
in_as_to_sl.37;3070.00;23687583_0;5.10;0.00;28.14;3811.00;28706217_0;94.10;8.74;741.00;1976.75;393.00;14;0.00;573.78;0;tripinfo_in_as_to_sl.37;car;1.10;
in_as_to_ba.36;3666.00;23687583_0;5.10;0.00;0.58;3812.00;230845886_0;633.12;10.31;146.00;1356.50;0.00;0;0.00;15.25;0;tripinfo_in_as_to_ba.36;car;0.94;
in_ba_to_ns.20;3463.00;-230845886_0;5.10;0.00;0.90;3816.00;23142338#2_0;290.21;7.86;353.00;2346.36;59.00;2;0.00;89.57;0;tripinfo_in_ba_to_ns.20;car;0.81;
in_as_to_gj.57;3741.00;23687583_0;5.10;0.00;7.55;3816.00;23527526_0;253.75;9.16;75.00;649.06;0.00;0;0.00;8.36;0;tripinfo_in_as_to_gj.57;car;0.89;
in_as_to_sl.41;3124.00;23687583_0;5.10;0.00;55.93;3818.00;28706217_0;94.10;7.77;694.00;1976.75;353.00;16;0.00;498.36;0;tripinfo_in_as_to_sl.41;car;0.94;
in_ba_to_ns.21;3489.00;-230845886_0;5.10;0.00;0.64;3818.00;23142338#2_0;290.21;8.13;329.00;2346.36;42.00;2;0.00;76.33;0;tripinfo_in_ba_to_ns.21;car;0.84;
in_as_to_gj.58;3747.00;23687583_0;5.10;0.00;11.61;3818.00;23527526_0;253.75;12.26;71.00;649.06;0.00;0;0.00;23.06;0;tripinfo_in_as_to_gj.58;car;1.25;
in_ns_to_gg.14;3296.00;-23142338#2_0;5.10;0.00;2.95;3819.00;23156305_0;1264.14;10.46;523.00;3297.24;138.00;4;0.00;209.44;0;tripinfo_in_ns_to_gg.14;car;0.96;
in_as_to_sl.42;3133.00;23687583_0;5.10;0.00;35.93;3820.00;28706217_0;94.10;9.40;687.00;1976.75;364.00;13;0.00;527.68;0;tripinfo_in_as_to_sl.42;car;1.15;
in_ba_to_gg.22;3557.00;-230845886_0;5.10;0.00;0.53;3821.00;23156305_0;1264.14;12.18;264.00;2718.65;3.00;1;0.00;53.58;0;tripinfo_in_ba_to_gg.22;car;1.18;
in_ba_to_os.43;3457.00;-230845886_0;5.10;0.00;0.61;3823.00;45494495_0;58.90;11.30;366.00;1647.96;105.00;4;0.00;220.08;0;tripinfo_in_ba_to_os.43;car;1.02;
in_ns_to_ko.144;3511.00;-23142338#2_0;5.10;0.00;0.55;3824.00;972103805_0;116.86;7.33;313.00;1398.55;94.00;3;0.00;126.31;0;tripinfo_in_ns_to_ko.144;car;0.68;
in_as_to_sl.38;3082.00;23687583_0;5.10;0.00;30.67;3825.00;28706217_0;94.10;7.82;743.00;1976.75;368.00;20;0.00;563.60;0;tripinfo_in_as_to_sl.38;car;1.03;
in_ns_to_ko.147;3529.00;-23142338#2_0;5.10;0.00;0.91;3826.00;972103805_0;116.86;9.81;297.00;1398.55;90.00;2;0.00;177.59;0;tripinfo_in_ns_to_ko.147;car;1.06;
