tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
wu_od_to_ko.3;117.00;803785575#0_0;5.10;0.00;0.41;354.00;972103805_0;116.86;11.83;237.00;2307.67;0.00;0;0.00;34.60;0;tripinfo_wu_od_to_ko.3;car;1.09;
wu_ba_to_gj.2;169.00;-230845886_0;5.10;0.00;0.62;355.00;23527526_0;253.75;10.49;186.00;1755.68;0.00;0;0.00;22.41;0;tripinfo_wu_ba_to_gj.2;car;0.97;
wu_as_to_sl.2;157.00;23687583_0;5.10;0.00;0.67;360.00;28706217_0;94.10;8.36;203.00;1976.75;0.00;0;0.00;44.44;0;tripinfo_wu_as_to_sl.2;car;1.16;
wu_as_to_os.4;195.00;23687583_0;5.10;0.00;5.80;363.00;45494495_0;58.90;11.04;168.00;1689.77;0.00;0;0.00;25.38;0;tripinfo_wu_as_to_os.4;car;1.07;
wu_os_to_ba.0;152.00;-45494495_0;5.10;0.00;0.82;364.00;230845886_0;633.12;8.81;212.00;1746.52;4.00;1;0.00;25.45;0;tripinfo_wu_os_to_ba.0;car;0.85;
wu_as_to_os.3;192.00;23687583_0;5.10;0.00;3.79;366.00;45494495_0;58.90;10.51;174.00;1689.77;0.00;0;0.00;18.02;0;tripinfo_wu_as_to_os.3;car;0.98;
wu_as_to_ko.5;204.00;23687583_0;5.10;0.00;3.02;366.00;972103805_0;116.86;9.82;162.00;1102.39;31.00;2;0.00;54.11;0;tripinfo_wu_as_to_ko.5;car;0.92;
wu_as_to_ko.6;230.00;23687583_0;5.10;0.00;5.93;368.00;972103805_0;116.86;10.58;138.00;1102.39;17.00;2;0.00;41.19;0;tripinfo_wu_as_to_ko.6;car;1.03;
wu_ba_to_od.2;137.00;-230845886_0;5.10;0.00;0.34;369.00;23156030#6_0;109.07;10.20;232.00;2315.50;0.00;0;0.00;17.51;0;tripinfo_wu_ba_to_od.2;car;0.98;
wu_ba_to_gg.1;102.00;-230845886_0;5.10;0.00;0.57;370.00;23156305_0;1264.14;11.45;268.00;2718.65;2.00;2;0.00;31.13;0;tripinfo_wu_ba_to_gg.1;car;1.04;
wu_as_to_ko.7;233.00;23687583_0;5.10;0.00;1.99;370.00;972103805_0;116.86;10.66;137.00;1102.39;12.00;2;0.00;38.35;0;tripinfo_wu_as_to_ko.7;car;1.01;
wu_as_to_gj.3;276.00;23687583_0;5.10;0.00;0.39;371.00;23527526_0;253.75;7.84;95.00;649.06;0.00;0;0.00;13.81;0;tripinfo_wu_as_to_gj.3;car;0.73;
wu_ba_to_ko.1;107.00;-230845886_0;5.10;0.00;0.17;374.00;972103805_0;116.86;8.81;267.00;2114.29;21.00;2;0.00;51.16;0;tripinfo_wu_ba_to_ko.1;car;0.89;
wu_ba_to_gj.3;183.00;-230845886_0;5.10;0.00;3.01;374.00;23527526_0;253.75;11.34;191.00;1755.68;1.00;1;0.00;35.66;0;tripinfo_wu_ba_to_gj.3;car;1.02;
wu_ba_to_gj.4;211.00;-230845886_0;5.10;0.00;0.24;376.00;23527526_0;253.75;12.67;165.00;1755.68;0.00;0;0.00;37.57;0;tripinfo_wu_ba_to_gj.4;car;1.27;
wu_ns_to_ko.4;197.00;-23142338#2_0;5.10;0.00;0.12;377.00;972103805_0;116.86;8.87;180.00;1398.55;12.00;1;0.00;30.73;0;tripinfo_wu_ns_to_ko.4;car;0.84;
wu_ns_to_ko.5;201.00;-23142338#2_0;5.10;0.00;0.12;379.00;972103805_0;116.86;10.49;178.00;1398.55;11.00;1;0.00;47.68;0;tripinfo_wu_ns_to_ko.5;car;0.97;
wu_ns_to_ko.6;210.00;-23142338#2_0;5.10;0.00;0.23;381.00;972103805_0;116.86;10.70;171.00;1398.55;10.00;2;0.00;41.75;0;tripinfo_wu_ns_to_ko.6;car;0.98;
wu_ba_to_as.3;241.00;-230845886_0;5.10;0.00;0.24;382.00;41899283#1_0;148.70;10.41;141.00;1430.78;0.00;0;0.00;15.43;0;tripinfo_wu_ba_to_as.3;car;1.03;
wu_os_to_od.2;298.00;-45494495_0;5.10;0.00;0.51;382.00;23156030#6_0;109.07;13.03;84.00;865.51;9.00;1;0.00;19.29;0;tripinfo_wu_os_to_od.2;car;1.22;
wu_os_to_ko.0;126.00;-45494495_0;5.10;0.00;0.54;383.00;972103805_0;116.86;11.54;257.00;2045.29;32.00;2;0.00;69.20;0;tripinfo_wu_os_to_ko.0;car;1.04;
wu_od_to_ns.2;122.00;803785575#0_0;5.10;0.00;0.22;384.00;23142338#2_0;290.21;9.06;262.00;1928.29;15.00;1;0.00;40.62;0;tripinfo_wu_od_to_ns.2;car;0.84;
wu_as_to_gg.1;213.00;23687583_0;5.10;0.00;4.96;384.00;23156305_0;1264.14;11.57;171.00;1600.87;14.00;1;0.00;37.42;0;tripinfo_wu_as_to_gg.1;car;1.08;
wu_as_to_gj.4;328.00;23687583_0;5.10;0.00;0.14;389.00;23527526_0;253.75;12.84;61.00;649.06;0.00;0;0.00;10.72;0;tripinfo_wu_as_to_gj.4;car;1.18;
wu_as_to_ba.4;224.00;23687583_0;5.10;0.00;0.68;393.00;230845886_0;633.12;10.01;169.00;1356.50;11.00;2;0.00;33.79;0;tripinfo_wu_as_to_ba.4;car;0.90;
wu_os_to_sl.1;319.00;-45494495_0;5.10;0.00;0.01;393.00;28706217_0;94.10;7.84;74.00;484.95;13.00;1;0.00;25.73;0;tripinfo_wu_os_to_sl.1;car;1.02;
wu_od_to_ba.3;143.00;803785575#0_0;5.10;0.00;0.05;395.00;230845886_0;633.12;10.14;252.00;2382.14;0.00;0;0.00;19.64;0;tripinfo_wu_od_to_ba.3;car;0.92;
wu_os_to_as.2;217.00;-45494495_0;5.10;0.00;0.89;397.00;41899283#1_0;148.70;11.73;180.00;1746.47;5.00;2;0.00;35.12;0;tripinfo_wu_os_to_as.2;car;1.09;
wu_as_to_ko.8;248.00;23687583_0;5.10;0.00;3.46;397.00;972103805_0;116.86;9.56;149.00;1102.39;21.00;2;0.00;40.62;0;tripinfo_wu_as_to_ko.8;car;0.92;
wu_ba_to_ko.2;157.00;-230845886_0;5.10;0.00;1.41;399.00;972103805_0;116.86;12.08;242.00;2114.29;17.00;2;0.00;66.23;0;tripinfo_wu_ba_to_ko.2;car;1.09;
wu_od_to_ns.3;156.00;803785575#0_0;5.10;0.00;0.35;402.00;23142338#2_0;290.21;11.49;246.00;1928.29;24.00;2;0.00;69.20;0;tripinfo_wu_od_to_ns.3;car;1.05;
wu_ns_to_ko.7;213.00;-23142338#2_0;5.10;0.00;1.95;403.00;972103805_0;116.86;10.18;190.00;1398.55;34.00;3;0.00;64.26;0;tripinfo_wu_ns_to_ko.7;car;1.01;
wu_ba_to_gj.5;244.00;-230845886_0;5.10;0.00;2.18;403.00;23527526_0;253.75;13.36;159.00;1755.68;0.00;0;0.00;30.90;0;tripinfo_wu_ba_to_gj.5;car;1.25;
wu_od_to_os.6;311.00;803785575#0_0;5.10;0.00;5.21;405.00;45494495_0;58.90;11.18;94.00;969.96;0.00;0;0.00;8.47;0;tripinfo_wu_od_to_os.6;car;1.03;
wu_ba_to_od.3;151.00;-230845886_0;5.10;0.00;0.33;406.00;23156030#6_0;109.07;9.79;255.00;2315.50;0.00;0;0.00;21.64;0;tripinfo_wu_ba_to_od.3;car;0.90;
wu_ns_to_ko.8;227.00;-23142338#2_0;5.10;0.00;0.33;409.00;972103805_0;116.86;8.79;182.00;1398.55;17.00;1;0.00;37.40;0;tripinfo_wu_ns_to_ko.8;car;0.88;
wu_as_to_kl.2;293.00;23687583_0;5.10;0.00;0.68;413.00;28716808#1_0;754.74;10.25;120.00;1207.92;0.00;0;0.00;10.60;0;tripinfo_wu_as_to_kl.2;car;1.00;
wu_ba_to_as.4;255.00;-230845886_0;5.10;0.00;0.91;422.00;41899283#1_0;148.70;8.75;167.00;1430.78;4.00;1;0.00;21.75;0;tripinfo_wu_ba_to_as.4;car;0.89;
wu_as_to_ko.9;281.00;23687583_0;5.10;0.00;0.47;423.00;972103805_0;116.86;11.94;142.00;1102.39;18.00;1;0.00;50.50;0;tripinfo_wu_as_to_ko.9;car;1.10;
wu_od_to_ba.4;170.00;803785575#0_0;5.10;0.00;0.53;427.00;230845886_0;633.12;9.21;257.00;2382.14;0.00;0;0.00;20.51;0;tripinfo_wu_od_to_ba.4;car;0.91;
wu_as_to_ko.10;290.00;23687583_0;5.10;0.00;0.83;428.00;972103805_0;116.86;9.91;138.00;1102.39;10.00;1;0.00;30.41;0;tripinfo_wu_as_to_ko.10;car;0.93;
wu_as_to_ko.11;318.00;23687583_0;5.10;0.00;0.22;430.00;972103805_0;116.86;10.64;112.00;1102.39;0.00;0;0.00;13.78;0;tripinfo_wu_as_to_ko.11;car;1.02;
wu_as_to_os.5;227.00;23687583_0;5.10;0.00;2.98;431.00;45494495_0;58.90;10.32;204.00;1689.77;10.00;2;0.00;43.52;0;tripinfo_wu_as_to_os.5;car;0.95;
wu_os_to_ns.1;163.00;-45494495_0;5.10;0.00;0.94;432.00;23142338#2_0;290.21;10.64;269.00;1665.91;56.00;4;0.00;108.16;0;tripinfo_wu_os_to_ns.1;car;1.01;
wu_ba_to_ko.3;203.00;-230845886_0;5.10;0.00;0.05;433.00;972103805_0;116.86;11.88;230.00;2114.29;23.00;3;0.00;63.26;0;tripinfo_wu_ba_to_ko.3;car;1.15;
wu_od_to_gg.0;49.00;803785575#0_0;5.10;0.00;1.99;434.00;23156305_0;1264.14;9.57;385.00;3669.96;0.00;0;0.00;28.79;0;tripinfo_wu_od_to_gg.0;car;0.93;
wu_as_to_os.6;245.00;23687583_0;5.10;0.00;0.84;435.00;45494495_0;58.90;9.58;190.00;1689.77;0.00;0;0.00;25.06;0;tripinfo_wu_as_to_os.6;car;0.92;
wu_ba_to_ko.4;208.00;-230845886_0;5.10;0.00;0.42;436.00;972103805_0;116.86;10.93;228.00;2114.29;14.00;2;0.00;44.11;0;tripinfo_wu_ba_to_ko.4;car;1.05;
wu_od_to_ba.5;208.00;803785575#0_0;5.10;0.00;0.28;436.00;230845886_0;633.12;10.74;228.00;2382.14;0.00;0;0.00;23.79;0;tripinfo_wu_od_to_ba.5;car;1.05;
wu_od_to_ko.4;129.00;803785575#0_0;5.10;0.00;0.46;440.00;972103805_0;116.86;8.67;311.00;2307.67;21.00;2;0.00;58.61;0;tripinfo_wu_od_to_ko.4;car;0.87;
wu_os_to_br.1;143.00;-45494495_0;5.10;0.00;0.61;441.00;23156390_0;1121.44;9.51;298.00;2513.69;10.00;2;0.00;40.35;0;tripinfo_wu_os_to_br.1;car;0.89;
wu_od_to_as.1;176.00;803785575#0_0;5.10;0.00;4.19;441.00;41899283#1_0;148.70;9.50;265.00;2382.09;2.00;1;0.00;32.60;0;tripinfo_wu_od_to_as.1;car;0.93;
wu_od_to_ko.5;133.00;803785575#0_0;5.10;0.00;0.26;443.00;972103805_0;116.86;8.79;310.00;2307.67;16.00;2;0.00;56.75;0;tripinfo_wu_od_to_ko.5;car;0.86;
wu_od_to_as.2;197.00;803785575#0_0;5.10;0.00;0.59;443.00;41899283#1_0;148.70;11.46;246.00;2382.09;0.00;0;0.00;36.95;0;tripinfo_wu_od_to_as.2;car;1.03;
wu_od_to_ko.6;139.00;803785575#0_0;5.10;0.00;0.91;445.00;972103805_0;116.86;10.10;306.00;2307.67;14.00;2;0.00;90.15;0;tripinfo_wu_od_to_ko.6;car;1.02;
wu_as_to_br.0;258.00;23687583_0;5.10;0.00;0.27;445.00;23156390_0;1121.44;9.50;187.00;1694.48;0.00;0;0.00;15.39;0;tripinfo_wu_as_to_br.0;car;0.89;
wu_ns_to_gg.1;50.00;-23142338#2_0;5.10;0.00;0.87;447.00;23156305_0;1264.14;9.24;397.00;3297.24;26.00;2;0.00;64.04;0;tripinfo_wu_ns_to_gg.1;car;0.90;
