tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
wu_ba_to_ko.38;934.00;-230845886_0;5.10;0.00;2.24;1174.00;972103805_0;116.86;12.06;240.00;2114.29;31.00;2;0.00;63.92;0;tripinfo_wu_ba_to_ko.38;car;1.10;
wu_ba_to_ko.39;953.00;-230845886_0;5.10;0.00;6.94;1176.00;972103805_0;116.86;11.56;223.00;2114.29;5.00;1;0.00;42.77;0;tripinfo_wu_ba_to_ko.39;car;1.07;
wu_ba_to_ko.40;959.00;-230845886_0;5.10;0.00;9.82;1179.00;972103805_0;116.86;11.09;220.00;2114.29;6.00;1;0.00;44.42;0;tripinfo_wu_ba_to_ko.40;car;1.10;
wu_as_to_br.4;958.00;23687583_0;5.10;0.00;2.02;1179.00;23156390_0;1121.44;8.50;221.00;1694.48;6.00;1;0.00;27.76;0;tripinfo_wu_as_to_br.4;car;0.79;
wu_os_to_as.6;985.00;-45494495_0;5.10;0.00;0.61;1181.00;41899283#1_0;148.70;10.43;196.00;1746.47;8.00;1;0.00;34.34;0;tripinfo_wu_os_to_as.6;car;0.98;
wu_ba_to_os.16;1014.00;-230845886_0;5.10;0.00;2.19;1182.00;45494495_0;58.90;10.15;168.00;1647.96;0.00;0;0.00;17.53;0;tripinfo_wu_ba_to_os.16;car;0.99;
wu_od_to_as.15;954.00;803785575#0_0;5.10;0.00;2.71;1183.00;41899283#1_0;148.70;11.96;229.00;2382.09;2.00;1;0.00;32.40;0;tripinfo_wu_od_to_as.15;car;1.10;
wu_os_to_ko.12;928.00;-45494495_0;5.10;0.00;0.09;1186.00;972103805_0;116.86;9.88;258.00;2045.29;8.00;2;0.00;45.08;0;tripinfo_wu_os_to_ko.12;car;0.92;
wu_od_to_as.14;919.00;803785575#0_0;5.10;0.00;0.40;1187.00;41899283#1_0;148.70;10.23;268.00;2382.09;9.00;1;0.00;39.41;0;tripinfo_wu_od_to_as.14;car;0.94;
wu_as_to_gg.6;1000.00;23687583_0;5.10;0.00;0.48;1187.00;23156305_0;1264.14;9.26;187.00;1600.87;0.00;0;0.00;15.14;0;tripinfo_wu_as_to_gg.6;car;0.85;
wu_os_to_gg.4;843.00;-45494495_0;5.10;0.00;0.48;1188.00;23156305_0;1264.14;10.47;345.00;3034.34;19.00;2;0.00;101.60;0;tripinfo_wu_os_to_gg.4;car;1.13;
wu_od_to_ko.32;924.00;803785575#0_0;5.10;0.00;0.77;1188.00;972103805_0;116.86;10.64;264.00;2307.67;17.00;1;0.00;56.08;0;tripinfo_wu_od_to_ko.32;car;1.06;
wu_od_to_ko.33;947.00;803785575#0_0;5.10;0.00;0.57;1190.00;972103805_0;116.86;12.17;243.00;2307.67;12.00;1;0.00;44.37;0;tripinfo_wu_od_to_ko.33;car;1.11;
wu_as_to_os.19;1009.00;23687583_0;5.10;0.00;2.30;1195.00;45494495_0;58.90;9.78;186.00;1689.77;8.00;2;0.00;32.24;0;tripinfo_wu_as_to_os.19;car;0.99;
wu_ba_to_gj.20;1011.00;-230845886_0;5.10;0.00;2.97;1195.00;23527526_0;253.75;9.95;184.00;1755.68;0.00;0;0.00;17.60;0;tripinfo_wu_ba_to_gj.20;car;0.96;
wu_ba_to_gg.10;920.00;-230845886_0;5.10;0.00;1.96;1197.00;23156305_0;1264.14;10.48;277.00;2718.65;0.00;0;0.00;21.80;0;tripinfo_wu_ba_to_gg.10;car;0.97;
wu_as_to_ns.15;948.00;23687583_0;5.10;0.00;3.74;1197.00;23142338#2_0;290.21;10.09;249.00;1995.73;32.00;3;0.00;63.08;0;tripinfo_wu_as_to_ns.15;car;0.98;
wu_ns_to_kl.2;959.00;-23142338#2_0;5.10;0.00;1.74;1198.00;28716808#1_0;754.74;10.78;239.00;2315.58;14.00;1;0.00;36.14;0;tripinfo_wu_ns_to_kl.2;car;1.03;
wu_as_to_ns.16;973.00;23687583_0;5.10;0.00;0.90;1198.00;23142338#2_0;290.21;13.30;225.00;1995.73;12.00;3;0.00;80.31;0;tripinfo_wu_as_to_ns.16;car;1.29;
wu_od_to_gg.13;817.00;803785575#0_0;5.10;0.00;0.59;1199.00;23156305_0;1264.14;11.77;382.00;3669.96;15.00;1;0.00;83.65;0;tripinfo_wu_od_to_gg.13;car;1.11;
wu_as_to_os.21;1023.00;23687583_0;5.10;0.00;2.43;1202.00;45494495_0;58.90;10.41;179.00;1689.77;3.00;1;0.00;29.04;0;tripinfo_wu_as_to_os.21;car;1.02;
wu_as_to_os.20;1020.00;23687583_0;5.10;0.00;0.98;1205.00;45494495_0;58.90;10.12;185.00;1689.77;4.00;1;0.00;24.97;0;tripinfo_wu_as_to_os.20;car;0.95;
wu_as_to_ko.29;1056.00;23687583_0;5.10;0.00;0.94;1210.00;972103805_0;116.86;8.35;154.00;1102.39;13.00;1;0.00;28.92;0;tripinfo_wu_as_to_ko.29;car;0.80;
wu_as_to_ko.30;1069.00;23687583_0;5.10;0.00;0.68;1212.00;972103805_0;116.86;10.21;143.00;1102.39;12.00;1;0.00;45.63;0;tripinfo_wu_as_to_ko.30;car;1.03;
wu_ns_to_ko.33;1067.00;-23142338#2_0;5.10;0.00;0.61;1214.00;972103805_0;116.86;9.99;147.00;1398.55;4.00;1;0.00;20.34;0;tripinfo_wu_ns_to_ko.33;car;1.00;
wu_ns_to_br.1;897.00;-23142338#2_0;5.10;0.00;0.39;1216.00;23156390_0;1121.44;10.24;319.00;2792.05;31.00;2;0.00;65.02;0;tripinfo_wu_ns_to_br.1;car;1.00;
wu_od_to_ko.34;976.00;803785575#0_0;5.10;0.00;0.73;1216.00;972103805_0;116.86;10.87;240.00;2307.67;3.00;1;0.00;27.10;0;tripinfo_wu_od_to_ko.34;car;1.03;
wu_od_to_ko.35;981.00;803785575#0_0;5.10;0.00;1.49;1218.00;972103805_0;116.86;11.93;237.00;2307.67;3.00;1;0.00;50.59;0;tripinfo_wu_od_to_ko.35;car;1.18;
wu_od_to_kl.11;929.00;803785575#0_0;5.10;0.00;0.10;1220.00;28716808#1_0;754.74;10.18;291.00;2678.40;10.00;2;0.00;37.78;0;tripinfo_wu_od_to_kl.11;car;0.96;
wu_ba_to_ns.10;941.00;-230845886_0;5.10;0.00;3.62;1220.00;23142338#2_0;290.21;9.58;279.00;2346.36;17.00;1;0.00;39.76;0;tripinfo_wu_ba_to_ns.10;car;0.89;
wu_os_to_ko.13;966.00;-45494495_0;5.10;0.00;0.44;1220.00;972103805_0;116.86;12.05;254.00;2045.29;32.00;3;0.00;83.69;0;tripinfo_wu_os_to_ko.13;car;1.16;
wu_ba_to_os.17;1050.00;-230845886_0;5.10;0.00;0.62;1220.00;45494495_0;58.90;9.65;170.00;1647.96;0.00;0;0.00;17.00;0;tripinfo_wu_ba_to_os.17;car;0.98;
wu_od_to_kl.12;933.00;803785575#0_0;5.10;0.00;0.45;1222.00;28716808#1_0;754.74;9.96;289.00;2678.40;8.00;2;0.00;47.57;0;tripinfo_wu_od_to_kl.12;car;1.00;
wu_ba_to_ns.11;943.00;-230845886_0;5.10;0.00;5.42;1222.00;23142338#2_0;290.21;10.36;279.00;2346.36;16.00;1;0.00;72.72;0;tripinfo_wu_ba_to_ns.11;car;1.03;
wu_ba_to_ns.12;946.00;-230845886_0;5.10;0.00;5.59;1224.00;23142338#2_0;290.21;8.86;278.00;2346.36;14.00;1;0.00;43.25;0;tripinfo_wu_ba_to_ns.12;car;0.91;
wu_ba_to_os.18;1067.00;-230845886_0;5.10;0.00;0.60;1227.00;45494495_0;58.90;11.56;160.00;1647.96;0.00;0;0.00;21.12;0;tripinfo_wu_ba_to_os.18;car;1.08;
wu_as_to_od.10;995.00;23687583_0;5.10;0.00;1.79;1230.00;23156030#6_0;109.07;10.72;235.00;2357.31;7.00;1;0.00;32.33;0;tripinfo_wu_as_to_od.10;car;1.05;
wu_od_to_os.22;1132.00;803785575#0_0;5.10;0.00;1.23;1230.00;45494495_0;58.90;10.75;98.00;969.96;0.00;0;0.00;8.19;0;tripinfo_wu_od_to_os.22;car;0.99;
wu_ba_to_gg.11;973.00;-230845886_0;5.10;0.00;0.51;1232.00;23156305_0;1264.14;11.51;259.00;2718.65;8.00;1;0.00;33.57;0;tripinfo_wu_ba_to_gg.11;car;1.10;
wu_as_to_ko.31;1116.00;23687583_0;5.10;0.00;0.01;1235.00;972103805_0;116.86;10.05;119.00;1102.39;0.00;0;0.00;10.19;0;tripinfo_wu_as_to_ko.31;car;0.92;
wu_ba_to_ns.13;976.00;-230845886_0;5.10;0.00;2.90;1240.00;23142338#2_0;290.21;10.55;264.00;2346.36;34.00;2;0.00;59.78;0;tripinfo_wu_ba_to_ns.13;car;1.04;
wu_os_to_gj.3;1029.00;-45494495_0;5.10;0.00;0.89;1242.00;23527526_0;253.75;10.54;213.00;2071.37;6.00;1;0.00;29.94;0;tripinfo_wu_os_to_gj.3;car;1.03;
wu_ns_to_od.0;1014.00;-23142338#2_0;5.10;0.00;3.70;1247.00;23156030#6_0;109.07;10.76;233.00;2005.01;9.00;1;0.00;46.53;0;tripinfo_wu_ns_to_od.0;car;1.04;
wu_od_to_os.23;1159.00;803785575#0_0;5.10;0.00;2.59;1247.00;45494495_0;58.90;11.27;88.00;969.96;0.00;0;0.00;7.81;0;tripinfo_wu_od_to_os.23;car;1.10;
wu_od_to_ba.19;998.00;803785575#0_0;5.10;0.00;0.23;1248.00;230845886_0;633.12;11.51;250.00;2382.14;0.00;0;0.00;47.07;0;tripinfo_wu_od_to_ba.19;car;1.06;
wu_os_to_sl.6;1165.00;-45494495_0;5.10;0.00;0.84;1252.00;28706217_0;94.10;8.93;87.00;484.95;27.00;2;0.00;42.80;0;tripinfo_wu_os_to_sl.6;car;1.11;
wu_as_to_ba.14;1109.00;23687583_0;5.10;0.00;0.46;1253.00;230845886_0;633.12;10.66;144.00;1356.50;8.00;1;0.00;23.08;0;tripinfo_wu_as_to_ba.14;car;1.01;
wu_as_to_ba.15;1112.00;23687583_0;5.10;0.00;1.18;1255.00;230845886_0;633.12;12.58;143.00;1356.50;7.00;1;0.00;35.90;0;tripinfo_wu_as_to_ba.15;car;1.15;
wu_ba_to_od.13;1030.00;-230845886_0;5.10;0.00;0.40;1256.00;23156030#6_0;109.07;11.22;226.00;2315.50;13.00;1;0.00;39.22;0;tripinfo_wu_ba_to_od.13;car;1.12;
wu_as_to_gj.22;1187.00;23687583_0;5.10;0.00;9.23;1256.00;23527526_0;253.75;10.31;69.00;649.06;0.00;0;0.00;9.29;0;tripinfo_wu_as_to_gj.22;car;1.00;
wu_as_to_kl.4;1095.00;23687583_0;5.10;0.00;4.80;1257.00;28716808#1_0;754.74;8.59;162.00;1207.92;8.00;1;0.00;24.18;0;tripinfo_wu_as_to_kl.4;car;0.79;
wu_ns_to_as.5;1011.00;-23142338#2_0;5.10;0.00;0.95;1266.00;41899283#1_0;148.70;9.82;255.00;2009.37;18.00;2;0.00;49.09;0;tripinfo_wu_ns_to_as.5;car;0.89;
wu_as_to_os.22;1081.00;23687583_0;5.10;0.00;0.08;1267.00;45494495_0;58.90;10.01;186.00;1689.77;0.00;0;0.00;17.60;0;tripinfo_wu_as_to_os.22;car;0.91;
wu_ba_to_ko.41;984.00;-230845886_0;5.10;0.00;0.54;1268.00;972103805_0;116.86;7.74;284.00;2114.29;10.00;1;0.00;36.39;0;tripinfo_wu_ba_to_ko.41;car;0.77;
wu_od_to_gj.5;973.00;803785575#0_0;5.10;0.00;0.60;1270.00;23527526_0;253.75;10.40;297.00;2706.99;8.00;1;0.00;56.87;0;tripinfo_wu_od_to_gj.5;car;1.02;
wu_ba_to_ko.42;1008.00;-230845886_0;5.10;0.00;0.84;1270.00;972103805_0;116.86;9.80;262.00;2114.29;9.00;1;0.00;54.71;0;tripinfo_wu_ba_to_ko.42;car;0.93;
wu_od_to_gj.6;988.00;803785575#0_0;5.10;0.00;3.11;1272.00;23527526_0;253.75;11.40;284.00;2706.99;8.00;1;0.00;56.45;0;tripinfo_wu_od_to_gj.6;car;1.08;
wu_ba_to_os.19;1103.00;-230845886_0;5.10;0.00;0.94;1272.00;45494495_0;58.90;13.07;169.00;1647.96;0.00;0;0.00;44.56;0;tripinfo_wu_ba_to_os.19;car;1.20;
wu_od_to_ko.36;1001.00;803785575#0_0;5.10;0.00;1.44;1277.00;972103805_0;116.86;11.19;276.00;2307.67;31.00;3;0.00;66.77;0;tripinfo_wu_od_to_ko.36;car;1.05;
wu_as_to_ns.17;1072.00;23687583_0;5.10;0.00;0.39;1278.00;23142338#2_0;290.21;12.17;206.00;1995.73;12.00;2;0.00;50.49;0;tripinfo_wu_as_to_ns.17;car;1.17;
wu_od_to_ko.37;1027.00;803785575#0_0;5.10;0.00;1.24;1289.00;972103805_0;116.86;10.08;262.00;2307.67;0.00;0;0.00;27.17;0;tripinfo_wu_od_to_ko.37;car;0.94;
wu_as_to_ba.16;1149.00;23687583_0;5.10;0.00;3.64;1289.00;230845886_0;633.12;9.63;140.00;1356.50;0.00;0;0.00;15.71;0;tripinfo_wu_as_to_ba.16;car;0.98;
wu_ba_to_gj.21;1083.00;-230845886_0;5.10;0.00;0.94;1290.00;23527526_0;253.75;8.17;207.00;1755.68;0.00;0;0.00;20.60;0;tripinfo_wu_ba_to_gj.21;car;0.85;
wu_os_to_as.7;1119.00;-45494495_0;5.10;0.00;0.94;1296.00;41899283#1_0;148.70;11.72;177.00;1746.47;2.00;1;0.00;34.11;0;tripinfo_wu_os_to_as.7;car;1.11;
wu_od_to_kl.13;958.00;803785575#0_0;5.10;0.00;0.75;1297.00;28716808#1_0;754.74;9.15;339.00;2678.40;15.00;2;0.00;47.12;0;tripinfo_wu_od_to_kl.13;car;0.83;
wu_as_to_od.12;1045.00;23687583_0;5.10;0.00;0.27;1298.00;23156030#6_0;109.07;10.77;253.00;2357.31;10.00;2;0.00;34.93;0;tripinfo_wu_as_to_od.12;car;0.97;
wu_od_to_ba.20;1050.00;803785575#0_0;5.10;0.00;0.86;1298.00;230845886_0;633.12;9.32;248.00;2382.14;0.00;0;0.00;18.44;0;tripinfo_wu_od_to_ba.20;car;0.94;
wu_od_to_kl.14;984.00;803785575#0_0;5.10;0.00;1.59;1299.00;28716808#1_0;754.74;9.32;315.00;2678.40;14.00;2;0.00;57.64;0;tripinfo_wu_od_to_kl.14;car;0.94;
wu_od_to_gj.7;1030.00;803785575#0_0;5.10;0.00;1.15;1299.00;23527526_0;253.75;11.18;269.00;2706.99;2.00;1;0.00;29.76;0;tripinfo_wu_od_to_gj.7;car;1.02;
wu_ns_to_kl.3;1017.00;-23142338#2_0;5.10;0.00;1.17;1301.00;28716808#1_0;754.74;8.89;284.00;2315.58;12.00;2;0.00;46.50;0;tripinfo_wu_ns_to_kl.3;car;0.88;
wu_as_to_od.11;1026.00;23687583_0;5.10;0.00;4.05;1302.00;23156030#6_0;109.07;9.05;276.00;2357.31;6.00;1;0.00;30.63;0;tripinfo_wu_as_to_od.11;car;0.87;
wu_as_to_ko.32;1123.00;23687583_0;5.10;0.00;3.85;1303.00;972103805_0;116.86;7.54;180.00;1102.39;23.00;2;0.00;42.69;0;tripinfo_wu_as_to_ko.32;car;0.73;
wu_os_to_ns.3;1089.00;-45494495_0;5.10;0.00;2.73;1304.00;23142338#2_0;290.21;10.23;215.00;1665.91;20.00;1;0.00;54.79;0;tripinfo_wu_os_to_ns.3;car;1.01;
wu_as_to_ko.33;1165.00;23687583_0;5.10;0.00;0.81;1305.00;972103805_0;116.86;9.09;140.00;1102.39;3.00;1;0.00;23.63;0;tripinfo_wu_as_to_ko.33;car;0.86;
wu_ns_to_od.1;1082.00;-23142338#2_0;5.10;0.00;0.20;1306.00;23156030#6_0;109.07;10.17;224.00;2005.01;8.00;2;0.00;34.74;0;tripinfo_wu_ns_to_od.1;car;1.02;
wu_os_to_kl.5;1086.00;-45494495_0;5.10;0.00;1.56;1306.00;28716808#1_0;754.74;10.28;220.00;2042.78;6.00;1;0.00;31.19;0;tripinfo_wu_os_to_kl.5;car;0.98;
wu_as_to_ko.34;1170.00;23687583_0;5.10;0.00;0.91;1306.00;972103805_0;116.86;9.95;136.00;1102.39;3.00;1;0.00;42.63;0;tripinfo_wu_as_to_ko.34;car;1.06;
wu_od_to_as.16;1068.00;803785575#0_0;5.10;0.00;1.92;1307.00;41899283#1_0;148.70;11.73;239.00;2382.09;0.00;0;0.00;43.56;0;tripinfo_wu_od_to_as.16;car;1.10;
wu_as_to_ko.35;1173.00;23687583_0;5.10;0.00;3.91;1308.00;972103805_0;116.86;10.64;135.00;1102.39;4.00;2;0.00;41.48;0;tripinfo_wu_as_to_ko.35;car;1.06;
wu_os_to_ko.14;1039.00;-45494495_0;5.10;0.00;0.16;1312.00;972103805_0;116.86;9.57;273.00;2045.29;35.00;3;0.00;69.39;0;tripinfo_wu_os_to_ko.14;car;0.96;
wu_ns_to_ba.3;1062.00;-23142338#2_0;5.10;0.00;0.25;1313.00;230845886_0;633.12;9.57;251.00;2340.42;0.00;0;0.00;24.08;0;tripinfo_wu_ns_to_ba.3;car;0.93;
wu_od_to_ko.38;1058.00;803785575#0_0;5.10;0.00;1.53;1317.00;972103805_0;116.86;9.89;259.00;2307.67;1.00;1;0.00;27.12;0;tripinfo_wu_od_to_ko.38;car;0.95;
wu_od_to_ko.39;1062.00;803785575#0_0;5.10;0.00;0.52;1318.00;972103805_0;116.86;12.49;256.00;2307.67;0.00;0;0.00;70.43;0;tripinfo_wu_od_to_ko.39;car;1.18;
wu_od_to_ba.21;1055.00;803785575#0_0;5.10;0.00;0.06;1319.00;230845886_0;633.12;9.38;264.00;2382.14;0.00;0;0.00;21.73;0;tripinfo_wu_od_to_ba.21;car;0.89;
wu_as_to_ns.18;1092.00;23687583_0;5.10;0.00;4.40;1320.00;23142338#2_0;290.21;9.39;228.00;1995.73;0.00;0;0.00;27.43;0;tripinfo_wu_as_to_ns.18;car;0.90;
wu_od_to_gg.14;860.00;803785575#0_0;5.10;0.00;0.40;1324.00;23156305_0;1264.14;7.80;464.00;3669.96;2.00;1;0.00;43.31;0;tripinfo_wu_od_to_gg.14;car;0.79;
wu_ba_to_ko.43;1086.00;-230845886_0;5.10;0.00;0.74;1324.00;972103805_0;116.86;11.28;238.00;2114.29;10.00;1;0.00;61.24;0;tripinfo_wu_ba_to_ko.43;car;1.09;
wu_ba_to_gg.12;1070.00;-230845886_0;5.10;0.00;2.75;1326.00;23156305_0;1264.14;11.95;256.00;2718.65;0.00;0;0.00;33.74;0;tripinfo_wu_ba_to_gg.12;car;1.11;
wu_as_to_sl.19;1089.00;23687583_0;5.10;0.00;3.15;1327.00;28706217_0;94.10;7.20;238.00;1976.75;7.00;1;0.00;31.82;0;tripinfo_wu_as_to_sl.19;car;0.89;
wu_od_to_ko.40;1065.00;803785575#0_0;5.10;0.00;0.70;1331.00;972103805_0;116.86;11.55;266.00;2307.67;22.00;2;0.00;69.05;0;tripinfo_wu_od_to_ko.40;car;1.12;
wu_as_to_os.23;1139.00;23687583_0;5.10;0.00;0.58;1332.00;45494495_0;58.90;8.35;193.00;1689.77;0.00;0;0.00;16.91;0;tripinfo_wu_as_to_os.23;car;0.87;
wu_os_to_gj.4;1133.00;-45494495_0;5.10;0.00;0.82;1336.00;23527526_0;253.75;11.45;203.00;2071.37;0.00;0;0.00;33.27;0;tripinfo_wu_os_to_gj.4;car;1.11;
wu_as_to_kl.5;1183.00;23687583_0;5.10;0.00;5.39;1336.00;28716808#1_0;754.74;8.00;153.00;1207.92;0.00;0;0.00;14.39;0;tripinfo_wu_as_to_kl.5;car;0.79;
wu_as_to_kl.6;1190.00;23687583_0;5.10;0.00;10.80;1337.00;28716808#1_0;754.74;10.11;147.00;1207.92;9.00;1;0.00;47.91;0;tripinfo_wu_as_to_kl.6;car;1.10;
wu_as_to_gg.7;1193.00;23687583_0;5.10;0.00;13.55;1337.00;23156305_0;1264.14;12.22;144.00;1600.87;0.00;0;0.00;15.93;0;tripinfo_wu_as_to_gg.7;car;1.13;
wu_ns_to_od.2;1104.00;-23142338#2_0;5.10;0.00;0.73;1339.00;23156030#6_0;109.07;10.56;235.00;2005.01;17.00;1;0.00;41.25;0;tripinfo_wu_ns_to_od.2;car;1.00;
wu_as_to_br.5;1155.00;23687583_0;5.10;0.00;0.40;1339.00;23156390_0;1121.44;9.32;184.00;1694.48;0.00;0;0.00;14.60;0;tripinfo_wu_as_to_br.5;car;0.91;
wu_ba_to_sl.12;1089.00;-230845886_0;5.10;0.00;0.72;1340.00;28706217_0;94.10;6.94;251.00;1934.94;14.00;2;0.00;56.28;0;tripinfo_wu_ba_to_sl.12;car;0.92;
wu_as_to_br.6;1179.00;23687583_0;5.10;0.00;2.33;1340.00;23156390_0;1121.44;11.68;161.00;1694.48;0.00;0;0.00;19.66;0;tripinfo_wu_as_to_br.6;car;1.08;
wu_ba_to_as.21;1186.00;-230845886_0;5.10;0.00;0.09;1341.00;41899283#1_0;148.70;9.47;155.00;1430.78;0.00;0;0.00;13.99;0;tripinfo_wu_ba_to_as.21;car;0.92;
wu_as_to_sl.20;1120.00;23687583_0;5.10;0.00;0.87;1342.00;28706217_0;94.10;9.12;222.00;1976.75;11.00;3;0.00;60.53;0;tripinfo_wu_as_to_sl.20;car;1.14;
wu_od_to_as.17;1114.00;803785575#0_0;5.10;0.00;0.37;1343.00;41899283#1_0;148.70;10.56;229.00;2382.09;0.00;0;0.00;24.33;0;tripinfo_wu_od_to_as.17;car;1.05;
wu_ns_to_ko.34;1200.00;-23142338#2_0;5.10;0.00;0.47;1344.00;972103805_0;116.86;11.04;144.00;1398.55;12.00;1;0.00;27.08;0;tripinfo_wu_ns_to_ko.34;car;1.08;
wu_ns_to_ko.35;1203.00;-23142338#2_0;5.10;0.00;2.75;1346.00;972103805_0;116.86;11.60;143.00;1398.55;10.00;1;0.00;31.63;0;tripinfo_wu_ns_to_ko.35;car;1.14;
wu_od_to_ba.22;1129.00;803785575#0_0;5.10;0.00;0.17;1357.00;230845886_0;633.12;11.49;228.00;2382.14;0.00;0;0.00;23.60;0;tripinfo_wu_od_to_ba.22;car;1.05;
wu_od_to_kl.15;1080.00;803785575#0_0;5.10;0.00;0.56;1364.00;28716808#1_0;754.74;9.77;284.00;2678.40;1.00;1;0.00;33.93;0;tripinfo_wu_od_to_kl.15;car;0.97;
wu_os_to_gj.5;1178.00;-45494495_0;5.10;0.00;0.69;1364.00;23527526_0;253.75;11.60;186.00;2071.37;0.00;0;0.00;16.50;0;tripinfo_wu_os_to_gj.5;car;1.11;
wu_os_to_kl.6;1147.00;-45494495_0;5.10;0.00;0.29;1366.00;28716808#1_0;754.74;11.47;219.00;2042.78;0.00;0;0.00;40.09;0;tripinfo_wu_os_to_kl.6;car;1.03;
wu_as_to_ba.17;1230.00;23687583_0;5.10;0.00;0.09;1366.00;230845886_0;633.12;11.48;136.00;1356.50;6.00;1;0.00;20.34;0;tripinfo_wu_as_to_ba.17;car;1.06;
wu_od_to_kl.16;1090.00;803785575#0_0;5.10;0.00;1.44;1371.00;28716808#1_0;754.74;10.42;281.00;2678.40;3.00;1;0.00;47.66;0;tripinfo_wu_od_to_kl.16;car;1.04;
wu_od_to_os.25;1286.00;803785575#0_0;5.10;0.00;2.50;1372.00;45494495_0;58.90;12.50;86.00;969.96;0.00;0;0.00;9.90;0;tripinfo_wu_od_to_os.25;car;1.16;
wu_od_to_br.16;979.00;803785575#0_0;5.10;0.00;3.51;1375.00;23156390_0;1121.44;9.01;396.00;3149.31;10.00;1;0.00;45.97;0;tripinfo_wu_od_to_br.16;car;0.82;
wu_os_to_br.3;1083.00;-45494495_0;5.10;0.00;0.78;1377.00;23156390_0;1121.44;9.60;294.00;2513.69;8.00;1;0.00;57.01;0;tripinfo_wu_os_to_br.3;car;0.97;
wu_od_to_os.24;1283.00;803785575#0_0;5.10;0.00;0.60;1378.00;45494495_0;58.90;11.08;95.00;969.96;0.00;0;0.00;9.93;0;tripinfo_wu_od_to_os.24;car;1.04;
wu_os_to_sl.7;1286.00;-45494495_0;5.10;0.00;2.18;1379.00;28706217_0;94.10;7.08;93.00;484.95;27.00;2;0.00;44.30;0;tripinfo_wu_os_to_sl.7;car;1.00;
wu_as_to_ns.19;1158.00;23687583_0;5.10;0.00;1.31;1383.00;23142338#2_0;290.21;9.09;225.00;1995.73;0.00;0;0.00;22.64;0;tripinfo_wu_as_to_ns.19;car;0.90;
wu_as_to_ko.36;1293.00;23687583_0;5.10;0.00;0.91;1383.00;972103805_0;116.86;13.32;90.00;1102.39;0.00;0;0.00;8.79;0;tripinfo_wu_as_to_ko.36;car;1.24;
wu_as_to_sl.21;1145.00;23687583_0;5.10;0.00;0.56;1388.00;28706217_0;94.10;6.87;243.00;1976.75;13.00;2;0.00;52.08;0;tripinfo_wu_as_to_sl.21;car;0.96;
wu_ba_to_ko.44;1166.00;-230845886_0;5.10;0.00;0.39;1388.00;972103805_0;116.86;11.53;222.00;2114.29;12.00;1;0.00;43.81;0;tripinfo_wu_ba_to_ko.44;car;1.08;
wu_ns_to_gg.3;999.00;-23142338#2_0;5.10;0.00;0.38;1390.00;23156305_0;1264.14;9.02;391.00;3297.24;0.00;0;0.00;34.98;0;tripinfo_wu_ns_to_gg.3;car;0.84;
wu_ns_to_os.2;1176.00;-23142338#2_0;5.10;0.00;0.66;1390.00;45494495_0;58.90;10.59;214.00;1865.82;1.00;1;0.00;51.22;0;tripinfo_wu_ns_to_os.2;car;1.04;
wu_ns_to_ko.36;1220.00;-23142338#2_0;5.10;0.00;0.30;1393.00;972103805_0;116.86;9.29;173.00;1398.55;19.00;2;0.00;39.24;0;tripinfo_wu_ns_to_ko.36;car;0.94;
wu_od_to_ns.9;1187.00;803785575#0_0;5.10;0.00;2.29;1395.00;23142338#2_0;290.21;10.89;208.00;1928.29;0.00;0;0.00;19.18;0;tripinfo_wu_od_to_ns.9;car;0.98;
wu_ba_to_as.22;1237.00;-230845886_0;5.10;0.00;0.64;1396.00;41899283#1_0;148.70;9.65;159.00;1430.78;0.00;0;0.00;16.66;0;tripinfo_wu_ba_to_as.22;car;0.91;
wu_od_to_kl.17;1117.00;803785575#0_0;5.10;0.00;0.75;1399.00;28716808#1_0;754.74;9.92;282.00;2678.40;1.00;1;0.00;27.29;0;tripinfo_wu_od_to_kl.17;car;0.95;
wu_as_to_gg.8;1219.00;23687583_0;5.10;0.00;0.63;1400.00;23156305_0;1264.14;8.54;181.00;1600.87;0.00;0;0.00;15.03;0;tripinfo_wu_as_to_gg.8;car;0.87;
wu_ba_to_gj.22;1248.00;-230845886_0;5.10;0.00;0.91;1407.00;23527526_0;253.75;12.75;159.00;1755.68;0.00;0;0.00;26.22;0;tripinfo_wu_ba_to_gj.22;car;1.20;
wu_ba_to_gg.13;1122.00;-230845886_0;5.10;0.00;0.12;1410.00;23156305_0;1264.14;9.97;288.00;2718.65;0.00;0;0.00;26.01;0;tripinfo_wu_ba_to_gg.13;car;0.94;
wu_as_to_ns.20;1176.00;23687583_0;5.10;0.00;6.54;1410.00;23142338#2_0;290.21;9.89;234.00;1995.73;5.00;2;0.00;35.27;0;tripinfo_wu_as_to_ns.20;car;0.91;
wu_as_to_od.13;1152.00;23687583_0;5.10;0.00;0.70;1412.00;23156030#6_0;109.07;10.84;260.00;2357.31;14.00;1;0.00;59.31;0;tripinfo_wu_as_to_od.13;car;1.06;
