tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
362.00;45494495_0;58.90;10.32;195.00;5.80;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.4;167.00;wu_as_to_os.4;0;1689.77;1.04;0.00;19.62;car;;1;2.00
367.00;972103805_0;116.86;8.65;197.00;0.12;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.4;170.00;wu_ns_to_ko.4;0;1398.55;0.87;0.00;24.81;car;;1;8.00
368.00;972103805_0;116.86;10.98;201.00;0.12;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.5;167.00;wu_ns_to_ko.5;0;1398.55;1.01;0.00;42.14;car;;1;6.00
370.00;972103805_0;116.86;11.83;210.00;0.23;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.6;160.00;wu_ns_to_ko.6;0;1398.55;1.10;0.00;45.39;car;;1;5.00
372.00;23156030#6_0;109.07;9.51;119.00;2.43;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_od.1;253.00;wu_ba_to_od.1;0;2315.50;0.90;0.00;20.02;car;;0;0.00
373.00;972103805_0;116.86;9.24;213.00;1.95;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.7;160.00;wu_ns_to_ko.7;0;1398.55;0.94;0.00;24.93;car;;1;5.00
375.00;972103805_0;116.86;10.47;126.00;0.54;-45494495_0;5.10;0.00;tripinfo_wu_os_to_ko.0;249.00;wu_os_to_ko.0;0;2045.29;0.98;0.00;49.17;car;;3;11.00
375.00;23527526_0;253.75;11.79;211.00;0.24;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_gj.4;164.00;wu_ba_to_gj.4;0;1755.68;1.17;0.00;27.73;car;;0;0.00
375.00;230845886_0;633.12;9.89;224.00;0.68;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.4;151.00;wu_as_to_ba.4;0;1356.50;0.97;0.00;24.14;car;;1;8.00
376.00;972103805_0;116.86;12.34;108.00;0.21;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ko.2;268.00;wu_od_to_ko.2;0;2307.67;1.13;0.00;73.21;car;;2;7.00
381.00;972103805_0;116.86;9.67;233.00;1.99;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.7;148.00;wu_as_to_ko.7;0;1102.39;0.96;0.00;43.41;car;;2;23.00
382.00;23142338#2_0;290.21;10.47;163.00;0.94;-45494495_0;5.10;0.00;tripinfo_wu_os_to_ns.1;219.00;wu_os_to_ns.1;0;1665.91;0.98;0.00;53.99;car;;2;13.00
382.00;23156305_0;1264.14;9.96;214.00;5.96;23687583_0;5.10;0.00;tripinfo_wu_as_to_gg.1;168.00;wu_as_to_gg.1;0;1600.87;0.94;0.00;12.84;car;;0;0.00
382.00;972103805_0;116.86;10.77;248.00;3.46;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.8;134.00;wu_as_to_ko.8;0;1102.39;1.03;0.00;37.46;car;;1;17.00
383.00;23156305_0;1264.14;12.38;102.00;0.57;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_gg.1;281.00;wu_ba_to_gg.1;0;2718.65;1.13;0.00;62.35;car;;1;4.00
385.00;28706217_0;94.10;8.48;150.00;0.37;23687583_0;5.10;0.00;tripinfo_wu_as_to_sl.1;235.00;wu_as_to_sl.1;0;1976.75;1.07;0.00;62.67;car;;2;29.00
385.00;972103805_0;116.86;11.15;157.00;1.41;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_ko.2;228.00;wu_ba_to_ko.2;0;2114.29;1.10;0.00;52.74;car;;3;6.00
