tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
74.00;28706217_0;94.10;8.20;22.00;3.61;-45494495_0;5.10;0.00;tripinfo_wu_os_to_sl.0;52.00;wu_os_to_sl.0;0;484.95;1.08;0.00;6.93;car;;0;0.00
102.00;23156030#6_0;109.07;9.57;10.00;0.26;-45494495_0;5.10;0.00;tripinfo_wu_os_to_od.0;92.00;wu_os_to_od.0;0;865.51;0.94;0.00;7.99;car;;0;0.00
111.00;45494495_0;58.90;9.83;9.00;1.62;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.0;102.00;wu_od_to_os.0;0;969.96;0.98;0.00;12.86;car;;0;0.00
131.00;28716808#1_0;754.74;10.42;10.00;1.45;23687583_0;5.10;0.00;tripinfo_wu_as_to_kl.0;121.00;wu_as_to_kl.0;0;1207.92;0.99;0.00;9.71;car;;0;0.00
132.00;45494495_0;58.90;11.41;46.00;4.45;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.1;86.00;wu_od_to_os.1;0;969.96;1.12;0.00;8.03;car;;0;0.00
137.00;972103805_0;116.86;13.35;14.00;0.95;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.0;123.00;wu_ns_to_ko.0;0;1398.55;1.22;0.00;19.22;car;;0;0.00
143.00;230845886_0;633.12;10.96;13.00;0.07;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.0;130.00;wu_as_to_ba.0;0;1356.50;1.02;0.00;10.40;car;;0;0.00
147.00;23156030#6_0;109.07;9.72;56.00;0.35;-45494495_0;5.10;0.00;tripinfo_wu_os_to_od.1;91.00;wu_os_to_od.1;0;865.51;0.95;0.00;8.20;car;;0;0.00
148.00;45494495_0;58.90;13.06;58.00;0.15;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.2;90.00;wu_od_to_os.2;0;969.96;1.19;0.00;15.64;car;;0;0.00
151.00;41899283#1_0;148.70;10.01;9.00;0.19;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_as.0;142.00;wu_ba_to_as.0;0;1430.78;1.01;0.00;12.63;car;;0;0.00
156.00;45494495_0;58.90;10.85;3.00;0.17;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.0;153.00;wu_as_to_os.0;0;1689.77;1.08;0.00;11.94;car;;0;0.00
159.00;41899283#1_0;148.70;13.06;19.00;0.87;-45494495_0;5.10;0.00;tripinfo_wu_os_to_as.0;140.00;wu_os_to_as.0;0;1746.47;1.26;0.00;13.48;car;;0;0.00
161.00;230845886_0;633.12;10.91;27.00;0.49;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.1;134.00;wu_as_to_ba.1;0;1356.50;0.99;0.00;10.23;car;;0;0.00
175.00;972103805_0;116.86;9.79;44.00;2.41;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.0;131.00;wu_as_to_ko.0;0;1102.39;0.99;0.00;30.43;car;;1;16.00
185.00;23527526_0;253.75;11.19;12.00;0.88;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_gj.0;173.00;wu_ba_to_gj.0;0;1755.68;1.01;0.00;14.94;car;;0;0.00
193.00;41899283#1_0;148.70;10.60;25.00;5.40;-45494495_0;5.10;0.00;tripinfo_wu_os_to_as.1;168.00;wu_os_to_as.1;0;1746.47;1.03;0.00;14.44;car;;0;0.00
194.00;23142338#2_0;290.21;12.21;7.00;0.86;23687583_0;5.10;0.00;tripinfo_wu_as_to_ns.0;187.00;wu_as_to_ns.0;0;1995.73;1.11;0.00;23.91;car;;1;1.00
194.00;45494495_0;58.90;11.26;41.00;1.57;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.1;153.00;wu_as_to_os.1;0;1689.77;1.09;0.00;12.65;car;;0;0.00
197.00;972103805_0;116.86;13.25;66.00;0.28;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.1;131.00;wu_ns_to_ko.1;0;1398.55;1.20;0.00;25.84;car;;0;0.00
201.00;23527526_0;253.75;11.58;5.00;2.64;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_gj.0;196.00;wu_ns_to_gj.0;0;2084.96;1.04;0.00;15.23;car;;0;0.00
206.00;45494495_0;58.90;9.51;104.00;2.33;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.3;102.00;wu_od_to_os.3;0;969.96;0.95;0.00;8.73;car;;0;0.00
210.00;45494495_0;58.90;9.71;111.00;2.48;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.4;99.00;wu_od_to_os.4;0;969.96;0.97;0.00;8.50;car;;0;0.00
211.00;230845886_0;633.12;10.02;80.00;0.16;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.2;131.00;wu_as_to_ba.2;0;1356.50;1.02;0.00;10.48;car;;0;0.00
223.00;23142338#2_0;290.21;10.66;28.00;0.52;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ns.0;195.00;wu_od_to_ns.0;0;1928.29;1.07;0.00;21.80;car;;1;2.00
232.00;972103805_0;116.86;11.31;131.00;0.89;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.1;101.00;wu_as_to_ko.1;0;1102.39;1.11;0.00;10.32;car;;0;0.00
235.00;23156030#6_0;109.07;12.83;37.00;0.14;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_od.0;198.00;wu_ba_to_od.0;0;2315.50;1.16;0.00;17.24;car;;0;0.00
236.00;972103805_0;116.86;10.81;32.00;0.31;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_ko.0;204.00;wu_ba_to_ko.0;0;2114.29;1.09;0.00;27.06;car;;0;0.00
238.00;230845886_0;633.12;10.88;1.00;0.21;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ba.0;237.00;wu_od_to_ba.0;0;2382.14;0.98;0.00;17.87;car;;0;0.00
241.00;23142338#2_0;290.21;9.84;38.00;0.89;23687583_0;5.10;0.00;tripinfo_wu_as_to_ns.1;203.00;wu_as_to_ns.1;0;1995.73;0.99;0.00;19.67;car;;0;0.00
244.00;45494495_0;58.90;12.45;89.00;0.40;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_os.0;155.00;wu_ba_to_os.0;0;1647.96;1.20;0.00;30.10;car;;0;0.00
247.00;45494495_0;58.90;11.67;89.00;0.55;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.2;158.00;wu_as_to_os.2;0;1689.77;1.13;0.00;22.65;car;;0;0.00
257.00;41899283#1_0;148.70;11.59;116.00;0.33;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_as.1;141.00;wu_ba_to_as.1;0;1430.78;1.06;0.00;18.72;car;;0;0.00
265.00;23142338#2_0;290.21;10.69;53.00;0.64;-45494495_0;5.10;0.00;tripinfo_wu_os_to_ns.0;212.00;wu_os_to_ns.0;0;1665.91;0.97;0.00;44.42;car;;1;22.00
265.00;972103805_0;116.86;8.65;95.00;0.16;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.2;170.00;wu_ns_to_ko.2;0;1398.55;0.81;0.00;13.48;car;;0;0.00
265.00;23527526_0;253.75;10.68;199.00;9.66;23687583_0;5.10;0.00;tripinfo_wu_as_to_gj.0;66.00;wu_as_to_gj.0;0;649.06;1.02;0.00;7.11;car;;0;0.00
266.00;23527526_0;253.75;11.28;202.00;10.76;23687583_0;5.10;0.00;tripinfo_wu_as_to_gj.1;64.00;wu_as_to_gj.1;0;649.06;1.10;0.00;10.49;car;;0;0.00
267.00;972103805_0;116.86;10.53;4.00;2.17;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ko.0;263.00;wu_od_to_ko.0;0;2307.67;1.01;0.00;46.02;car;;1;15.00
267.00;23142338#2_0;290.21;12.78;64.00;0.42;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ns.1;203.00;wu_od_to_ns.1;0;1928.29;1.20;0.00;47.22;car;;0;0.00
272.00;230845886_0;633.12;10.53;14.00;0.44;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ba.1;258.00;wu_od_to_ba.1;0;2382.14;0.95;0.00;31.18;car;;0;0.00
277.00;23156390_0;1121.44;10.63;28.00;2.33;-45494495_0;5.10;0.00;tripinfo_wu_os_to_br.0;249.00;wu_os_to_br.0;0;2513.69;1.00;0.00;20.80;car;;0;0.00
277.00;972103805_0;116.86;10.55;171.00;0.44;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.2;106.00;wu_as_to_ko.2;0;1102.39;1.02;0.00;8.53;car;;0;0.00
279.00;972103805_0;116.86;11.60;174.00;2.82;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.3;105.00;wu_as_to_ko.3;0;1102.39;1.11;0.00;15.24;car;;0;0.00
283.00;972103805_0;116.86;10.25;146.00;0.60;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.3;137.00;wu_ns_to_ko.3;0;1398.55;0.99;0.00;9.26;car;;0;0.00
284.00;230845886_0;633.12;10.83;154.00;3.60;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.3;130.00;wu_as_to_ba.3;0;1356.50;1.03;0.00;10.58;car;;0;0.00
287.00;45494495_0;58.90;10.92;190.00;1.87;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.5;97.00;wu_od_to_os.5;0;969.96;1.01;0.00;9.08;car;;0;0.00
291.00;23156305_0;1264.14;8.76;111.00;0.90;23687583_0;5.10;0.00;tripinfo_wu_as_to_gg.0;180.00;wu_as_to_gg.0;0;1600.87;0.88;0.00;14.61;car;;0;0.00
292.00;28706217_0;94.10;6.82;202.00;0.33;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_sl.0;90.00;wu_od_to_sl.0;0;747.33;0.89;0.00;8.35;car;;0;0.00
293.00;972103805_0;116.86;10.54;189.00;0.82;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.4;104.00;wu_as_to_ko.4;0;1102.39;1.06;0.00;9.21;car;;0;0.00
296.00;28706217_0;94.10;8.33;40.00;2.88;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_sl.0;256.00;wu_ba_to_sl.0;0;1934.94;1.07;0.00;88.02;car;;2;61.00
