tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
94.00;28706217_0;94.10;8.79;22.00;3.61;-45494495_0;5.10;0.00;tripinfo_wu_os_to_sl.0;72.00;wu_os_to_sl.0;0;484.95;1.07;0.00;25.66;car;;1;14.00
103.00;45494495_0;58.90;10.99;10.00;2.62;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.0;93.00;wu_od_to_os.0;0;969.96;1.07;0.00;10.35;car;;0;0.00
104.00;23156030#6_0;109.07;10.84;10.00;0.26;-45494495_0;5.10;0.00;tripinfo_wu_os_to_od.0;94.00;wu_os_to_od.0;0;865.51;0.98;0.00;14.49;car;;0;0.00
145.00;23156030#6_0;109.07;9.70;56.00;0.35;-45494495_0;5.10;0.00;tripinfo_wu_os_to_od.1;89.00;wu_os_to_od.1;0;865.51;0.98;0.00;8.45;car;;0;0.00
146.00;45494495_0;58.90;10.51;46.00;4.45;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.1;100.00;wu_od_to_os.1;0;969.96;0.97;0.00;8.86;car;;0;0.00
151.00;28716808#1_0;754.74;8.47;10.00;1.45;23687583_0;5.10;0.00;tripinfo_wu_as_to_kl.0;141.00;wu_as_to_kl.0;0;1207.92;0.88;0.00;15.86;car;;0;0.00
151.00;45494495_0;58.90;10.45;58.00;0.15;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.2;93.00;wu_od_to_os.2;0;969.96;1.04;0.00;8.34;car;;0;0.00
152.00;41899283#1_0;148.70;10.42;9.00;0.19;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_as.0;143.00;wu_ba_to_as.0;0;1430.78;1.00;0.00;13.34;car;;0;0.00
158.00;230845886_0;633.12;10.00;13.00;0.07;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.0;145.00;wu_as_to_ba.0;0;1356.50;0.99;0.00;21.18;car;;0;0.00
163.00;972103805_0;116.86;11.94;44.00;2.41;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.0;119.00;wu_as_to_ko.0;0;1102.39;1.10;0.00;27.95;car;;1;13.00
168.00;972103805_0;116.86;9.65;14.00;0.95;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.0;154.00;wu_ns_to_ko.0;0;1398.55;0.94;0.00;19.89;car;;2;2.00
186.00;23142338#2_0;290.21;12.10;7.00;0.86;23687583_0;5.10;0.00;tripinfo_wu_as_to_ns.0;179.00;wu_as_to_ns.0;0;1995.73;1.17;0.00;23.67;car;;0;0.00
190.00;41899283#1_0;148.70;10.32;19.00;0.87;-45494495_0;5.10;0.00;tripinfo_wu_os_to_as.0;171.00;wu_os_to_as.0;0;1746.47;1.02;0.00;16.08;car;;0;0.00
195.00;230845886_0;633.12;8.14;27.00;0.49;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.1;168.00;wu_as_to_ba.1;0;1356.50;0.80;0.00;14.52;car;;0;0.00
202.00;45494495_0;58.90;10.97;104.00;2.33;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.3;98.00;wu_od_to_os.3;0;969.96;0.99;0.00;8.88;car;;0;0.00
204.00;230845886_0;633.12;11.68;80.00;0.16;23687583_0;5.10;0.00;tripinfo_wu_as_to_ba.2;124.00;wu_as_to_ba.2;0;1356.50;1.07;0.00;10.01;car;;0;0.00
206.00;45494495_0;58.90;9.43;3.00;0.17;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.0;203.00;wu_as_to_os.0;0;1689.77;0.86;0.00;25.92;car;;1;3.00
206.00;23527526_0;253.75;10.19;12.00;0.88;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_gj.0;194.00;wu_ba_to_gj.0;0;1755.68;0.95;0.00;26.55;car;;1;7.00
208.00;972103805_0;116.86;10.72;66.00;0.28;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.1;142.00;wu_ns_to_ko.1;0;1398.55;1.04;0.00;20.63;car;;1;4.00
