tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
wu_as_to_ko.4;189.00;23687583_0;5.10;0.00;0.82;352.00;972103805_0;116.86;12.24;163.00;1102.39;32.00;2;0.00;78.68;0;tripinfo_wu_as_to_ko.4;car;1.19;
wu_as_to_ko.5;204.00;23687583_0;5.10;0.00;3.02;354.00;972103805_0;116.86;10.68;150.00;1102.39;23.00;1;0.00;56.06;0;tripinfo_wu_as_to_ko.5;car;1.06;
wu_ba_to_sl.0;40.00;-230845886_0;5.10;0.00;2.88;355.00;28706217_0;94.10;7.24;315.00;1934.94;43.00;3;0.00;135.95;0;tripinfo_wu_ba_to_sl.0;car;1.00;
wu_ba_to_od.1;119.00;-230845886_0;5.10;0.00;2.43;355.00;23156030#6_0;109.07;11.52;236.00;2315.50;23.00;1;0.00;51.64;0;tripinfo_wu_ba_to_od.1;car;1.13;
wu_as_to_gj.3;276.00;23687583_0;5.10;0.00;0.39;355.00;23527526_0;253.75;8.52;79.00;649.06;0.00;0;0.00;8.08;0;tripinfo_wu_as_to_gj.3;car;0.83;
wu_as_to_ko.6;230.00;23687583_0;5.10;0.00;5.93;356.00;972103805_0;116.86;11.40;126.00;1102.39;12.00;1;0.00;29.90;0;tripinfo_wu_as_to_ko.6;car;1.04;
wu_ba_to_sl.1;99.00;-230845886_0;5.10;0.00;0.74;358.00;28706217_0;94.10;7.56;259.00;1934.94;34.00;3;0.00;82.62;0;tripinfo_wu_ba_to_sl.1;car;1.02;
wu_as_to_ba.4;224.00;23687583_0;5.10;0.00;0.68;360.00;230845886_0;633.12;12.42;136.00;1356.50;10.00;1;0.00;29.51;0;tripinfo_wu_as_to_ba.4;car;1.15;
wu_ns_to_ko.4;197.00;-23142338#2_0;5.10;0.00;0.12;366.00;972103805_0;116.86;9.55;169.00;1398.55;8.00;1;0.00;24.78;0;tripinfo_wu_ns_to_ko.4;car;0.88;
wu_ns_to_ko.5;201.00;-23142338#2_0;5.10;0.00;0.12;367.00;972103805_0;116.86;11.98;166.00;1398.55;8.00;1;0.00;65.24;0;tripinfo_wu_ns_to_ko.5;car;1.34;
wu_od_to_br.0;20.00;803785575#0_0;5.10;0.00;1.32;368.00;23156390_0;1121.44;8.67;348.00;3149.31;0.00;0;0.00;27.68;0;tripinfo_wu_od_to_br.0;car;0.89;
wu_od_to_ko.2;108.00;803785575#0_0;5.10;0.00;0.21;370.00;972103805_0;116.86;10.66;262.00;2307.67;21.00;2;0.00;49.82;0;tripinfo_wu_od_to_ko.2;car;1.04;
wu_ba_to_od.2;137.00;-230845886_0;5.10;0.00;0.34;373.00;23156030#6_0;109.07;11.05;236.00;2315.50;0.00;0;0.00;29.28;0;tripinfo_wu_ba_to_od.2;car;1.01;
wu_ba_to_od.3;151.00;-230845886_0;5.10;0.00;0.33;375.00;23156030#6_1;109.07;10.57;224.00;2315.50;0.00;0;0.00;25.29;0;tripinfo_wu_ba_to_od.3;car;1.05;
wu_ba_to_gj.2;169.00;-230845886_0;5.10;0.00;0.62;377.00;23527526_0;253.75;8.07;208.00;1755.68;0.00;0;0.00;18.14;0;tripinfo_wu_ba_to_gj.2;car;0.84;
wu_ba_to_gg.1;102.00;-230845886_0;5.10;0.00;0.57;379.00;23156305_0;1264.14;10.20;277.00;2718.65;0.00;0;0.00;23.78;0;tripinfo_wu_ba_to_gg.1;car;0.98;
wu_ba_to_gj.3;183.00;-230845886_0;5.10;0.00;3.01;379.00;23527526_0;253.75;11.02;196.00;1755.68;0.00;0;0.00;44.74;0;tripinfo_wu_ba_to_gj.3;car;1.05;
wu_ns_to_gg.0;2.00;-23142338#2_0;5.10;0.00;0.85;381.00;23156305_0;1264.14;11.62;379.00;3297.24;51.00;3;0.00;116.40;0;tripinfo_wu_ns_to_gg.0;car;1.15;
wu_od_to_ko.3;117.00;803785575#0_0;5.10;0.00;0.41;381.00;972103805_0;116.86;10.05;264.00;2307.67;5.00;1;0.00;33.34;0;tripinfo_wu_od_to_ko.3;car;0.95;
wu_as_to_gg.1;214.00;23687583_0;5.10;0.00;5.96;382.00;23156305_0;1264.14;12.50;168.00;1600.87;0.00;0;0.00;43.24;0;tripinfo_wu_as_to_gg.1;car;1.16;
wu_od_to_ko.4;129.00;803785575#0_0;5.10;0.00;0.46;383.00;972103805_0;116.86;10.97;254.00;2307.67;0.00;0;0.00;32.35;0;tripinfo_wu_od_to_ko.4;car;0.99;
wu_od_to_gg.0;49.00;803785575#0_0;5.10;0.00;1.99;384.00;23156305_0;1264.14;13.41;335.00;3669.96;0.00;0;0.00;60.86;0;tripinfo_wu_od_to_gg.0;car;1.22;
wu_ns_to_ko.6;210.00;-23142338#2_0;5.10;0.00;0.23;385.00;972103805_0;116.86;11.23;175.00;1398.55;26.00;1;0.00;60.82;0;tripinfo_wu_ns_to_ko.6;car;1.11;
wu_ba_to_os.2;199.00;-230845886_0;5.10;0.00;0.69;388.00;45494495_0;58.90;8.69;189.00;1647.96;0.00;0;0.00;15.15;0;tripinfo_wu_ba_to_os.2;car;0.86;
wu_ba_to_od.0;37.00;-230845886_0;5.10;0.00;0.14;390.00;23156030#6_0;109.07;7.68;353.00;2315.50;23.00;2;0.00;60.97;0;tripinfo_wu_ba_to_od.0;car;0.72;
wu_as_to_os.3;192.00;23687583_0;5.10;0.00;3.79;390.00;45494495_0;58.90;8.90;198.00;1689.77;4.00;1;0.00;25.98;0;tripinfo_wu_as_to_os.3;car;0.89;
wu_as_to_gj.4;328.00;23687583_0;5.10;0.00;0.14;391.00;23527526_0;253.75;11.06;63.00;649.06;0.00;0;0.00;7.58;0;tripinfo_wu_as_to_gj.4;car;1.07;
wu_as_to_os.4;195.00;23687583_0;5.10;0.00;5.80;392.00;45494495_0;58.90;8.75;197.00;1689.77;0.00;0;0.00;27.89;0;tripinfo_wu_as_to_os.4;car;0.90;
wu_ba_to_as.3;241.00;-230845886_0;5.10;0.00;0.24;399.00;41899283#1_0;148.70;10.00;158.00;1430.78;0.00;0;0.00;18.18;0;tripinfo_wu_ba_to_as.3;car;0.93;
wu_os_to_ns.1;163.00;-45494495_0;5.10;0.00;0.94;400.00;23142338#2_0;290.21;10.72;237.00;1665.91;39.00;2;0.00;75.39;0;tripinfo_wu_os_to_ns.1;car;1.01;
wu_ba_to_as.4;255.00;-230845886_0;5.10;0.00;0.91;401.00;41899283#1_0;148.70;10.16;146.00;1430.78;0.00;0;0.00;15.18;0;tripinfo_wu_ba_to_as.4;car;0.99;
wu_od_to_ns.3;156.00;803785575#0_0;5.10;0.00;0.35;403.00;23142338#2_0;290.21;11.12;247.00;1928.29;13.00;2;0.00;73.81;0;tripinfo_wu_od_to_ns.3;car;1.08;
wu_od_to_ba.3;143.00;803785575#0_0;5.10;0.00;0.05;404.00;230845886_0;633.12;10.10;261.00;2382.14;14.00;1;0.00;36.56;0;tripinfo_wu_od_to_ba.3;car;0.96;
wu_as_to_ko.7;233.00;23687583_0;5.10;0.00;1.99;405.00;972103805_0;116.86;10.18;172.00;1102.39;47.00;2;0.00;70.91;0;tripinfo_wu_as_to_ko.7;car;0.99;
wu_os_to_br.1;143.00;-45494495_0;5.10;0.00;0.61;407.00;23156390_0;1121.44;11.28;264.00;2513.69;13.00;2;0.00;41.03;0;tripinfo_wu_os_to_br.1;car;1.03;
wu_as_to_ko.8;248.00;23687583_0;5.10;0.00;3.46;410.00;972103805_0;116.86;8.96;162.00;1102.39;27.00;2;0.00;44.92;0;tripinfo_wu_as_to_ko.8;car;0.85;
wu_os_to_as.2;217.00;-45494495_0;5.10;0.00;0.89;411.00;41899283#1_0;148.70;10.93;194.00;1746.47;6.00;2;0.00;35.13;0;tripinfo_wu_os_to_as.2;car;1.00;
wu_as_to_ko.9;281.00;23687583_0;5.10;0.00;0.47;412.00;972103805_0;116.86;9.07;131.00;1102.39;3.00;1;0.00;19.09;0;tripinfo_wu_as_to_ko.9;car;0.89;
wu_ba_to_ko.2;157.00;-230845886_0;5.10;0.00;1.41;414.00;972103805_0;116.86;10.09;257.00;2114.29;32.00;2;0.00;59.16;0;tripinfo_wu_ba_to_ko.2;car;0.97;
wu_as_to_os.5;227.00;23687583_0;5.10;0.00;2.98;415.00;45494495_0;58.90;9.97;188.00;1689.77;5.00;1;0.00;24.87;0;tripinfo_wu_as_to_os.5;car;0.93;
wu_od_to_as.1;176.00;803785575#0_0;5.10;0.00;4.19;417.00;41899283#1_0;148.70;10.54;241.00;2382.09;0.00;0;0.00;35.43;0;tripinfo_wu_od_to_as.1;car;1.05;
wu_as_to_kl.2;293.00;23687583_0;5.10;0.00;0.68;417.00;28716808#1_0;754.74;12.41;124.00;1207.92;8.00;1;0.00;26.48;0;tripinfo_wu_as_to_kl.2;car;1.12;
wu_ba_to_gj.4;213.00;-230845886_0;5.10;0.00;2.24;418.00;23527526_0;253.75;12.06;205.00;1755.68;15.00;3;0.00;61.11;0;tripinfo_wu_ba_to_gj.4;car;1.10;
wu_os_to_od.2;298.00;-45494495_0;5.10;0.00;0.51;422.00;23156030#6_0;109.07;10.95;124.00;865.51;36.00;1;0.00;47.12;0;tripinfo_wu_os_to_od.2;car;1.02;
wu_od_to_os.6;311.00;803785575#0_0;5.10;0.00;5.21;422.00;45494495_0;58.90;8.98;111.00;969.96;0.00;0;0.00;10.59;0;tripinfo_wu_od_to_os.6;car;0.87;
wu_ns_to_ko.7;213.00;-23142338#2_0;5.10;0.00;1.95;425.00;972103805_0;116.86;8.51;212.00;1398.55;41.00;2;0.00;68.88;0;tripinfo_wu_ns_to_ko.7;car;0.88;
wu_ns_to_ko.8;227.00;-23142338#2_0;5.10;0.00;0.33;427.00;972103805_0;116.86;11.09;200.00;1398.55;40.00;2;0.00;81.54;0;tripinfo_wu_ns_to_ko.8;car;1.07;
wu_od_to_ko.5;133.00;803785575#0_0;5.10;0.00;0.26;428.00;972103805_0;116.86;11.90;295.00;2307.67;47.00;2;0.00;90.17;0;tripinfo_wu_od_to_ko.5;car;1.07;
wu_os_to_br.2;166.00;-45494495_0;5.10;0.00;2.98;429.00;23156390_0;1121.44;10.10;263.00;2513.69;1.00;1;0.00;27.04;0;tripinfo_wu_os_to_br.2;car;0.97;
wu_as_to_os.6;245.00;23687583_0;5.10;0.00;0.84;429.00;45494495_0;58.90;9.54;184.00;1689.77;5.00;1;0.00;22.67;0;tripinfo_wu_as_to_os.6;car;0.95;
wu_os_to_ko.0;126.00;-45494495_0;5.10;0.00;0.54;430.00;972103805_0;116.86;11.35;304.00;2045.29;73.00;3;0.00;125.35;0;tripinfo_wu_os_to_ko.0;car;1.10;
wu_as_to_sl.1;150.00;23687583_0;5.10;0.00;0.37;432.00;28706217_0;94.10;7.50;282.00;1976.75;74.00;2;0.00;106.46;0;tripinfo_wu_as_to_sl.1;car;1.04;
wu_od_to_ba.4;170.00;803785575#0_0;5.10;0.00;0.53;432.00;230845886_0;633.12;8.69;262.00;2382.14;0.00;0;0.00;22.85;0;tripinfo_wu_od_to_ba.4;car;0.90;
wu_os_to_ko.1;159.00;-45494495_0;5.10;0.00;0.31;435.00;972103805_0;116.86;10.47;276.00;2045.29;42.00;2;0.00;78.80;0;tripinfo_wu_os_to_ko.1;car;0.99;
wu_as_to_sl.2;157.00;23687583_0;5.10;0.00;0.67;439.00;28706217_0;94.10;7.48;282.00;1976.75;63.00;5;0.00;107.25;0;tripinfo_wu_as_to_sl.2;car;1.05;
wu_ba_to_gj.5;244.00;-230845886_0;5.10;0.00;2.18;439.00;23527526_0;253.75;9.73;195.00;1755.68;1.00;1;0.00;31.83;0;tripinfo_wu_ba_to_gj.5;car;0.98;
wu_as_to_br.0;258.00;23687583_0;5.10;0.00;0.27;439.00;23156390_0;1121.44;9.88;181.00;1694.48;0.00;0;0.00;20.05;0;tripinfo_wu_as_to_br.0;car;0.96;
wu_os_to_sl.1;319.00;-45494495_0;5.10;0.00;0.01;441.00;28706217_0;94.10;8.61;122.00;484.95;57.00;2;0.00;76.83;0;tripinfo_wu_os_to_sl.1;car;1.08;
wu_od_to_ba.5;208.00;803785575#0_0;5.10;0.00;0.28;446.00;230845886_0;633.12;11.10;238.00;2382.14;0.00;0;0.00;28.74;0;tripinfo_wu_od_to_ba.5;car;1.03;
wu_od_to_os.8;364.00;803785575#0_0;5.10;0.00;0.71;447.00;45494495_0;58.90;12.05;83.00;969.96;0.00;0;0.00;8.43;0;tripinfo_wu_od_to_os.8;car;1.18;
wu_as_to_gj.5;386.00;23687583_0;5.10;0.00;3.33;452.00;23527526_0;253.75;12.23;66.00;649.06;0.00;0;0.00;15.89;0;tripinfo_wu_as_to_gj.5;car;1.19;
wu_od_to_as.2;197.00;803785575#0_0;5.10;0.00;0.59;457.00;41899283#1_0;148.70;9.97;260.00;2382.09;0.00;0;0.00;23.52;0;tripinfo_wu_od_to_as.2;car;0.91;
wu_ba_to_os.3;283.00;-230845886_0;5.10;0.00;0.29;457.00;45494495_0;58.90;9.95;174.00;1647.96;0.00;0;0.00;15.78;0;tripinfo_wu_ba_to_os.3;car;0.94;
wu_od_to_ko.6;139.00;803785575#0_0;5.10;0.00;0.91;459.00;972103805_0;116.86;8.00;320.00;2307.67;16.00;2;0.00;55.04;0;tripinfo_wu_od_to_ko.6;car;0.83;
