tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
in_od_to_os.12;2201.00;803785575#0_0;5.10;0.00;0.57;2296.00;45494495_0;58.90;10.67;95.00;969.96;0.00;0;0.00;8.82;0;tripinfo_in_od_to_os.12;car;1.02;
in_ns_to_ko.7;2079.00;-23142338#2_0;5.10;0.00;2.03;2298.00;972103805_0;116.86;8.90;219.00;1398.55;46.00;3;0.00;73.83;0;tripinfo_in_ns_to_ko.7;car;0.87;
in_ba_to_gj.2;2104.00;-230845886_0;5.10;0.00;3.55;2298.00;23527526_0;253.75;10.36;194.00;1755.68;2.00;1;0.00;31.01;0;tripinfo_in_ba_to_gj.2;car;0.98;
in_ba_to_gj.3;2110.00;-230845886_0;5.10;0.00;7.09;2300.00;23527526_0;253.75;12.68;190.00;1755.68;3.00;1;0.00;50.63;0;tripinfo_in_ba_to_gj.3;car;1.15;
in_ns_to_ko.8;2082.00;-23142338#2_0;5.10;0.00;2.53;2301.00;972103805_0;116.86;8.28;219.00;1398.55;37.00;2;0.00;65.91;0;tripinfo_in_ns_to_ko.8;car;0.82;
wu_os_to_gg.10;1945.00;-45494495_0;5.10;0.00;1.37;2303.00;23156305_0;1264.14;8.54;358.00;3034.34;0.00;0;0.00;31.45;0;tripinfo_wu_os_to_gg.10;car;0.85;
wu_od_to_gg.31;1876.00;803785575#0_0;5.10;0.00;0.01;2309.00;23156305_0;1264.14;8.41;433.00;3669.96;0.00;0;0.00;37.69;0;tripinfo_wu_od_to_gg.31;car;0.84;
in_os_to_sl.0;2115.00;-45494495_0;5.10;0.00;5.73;2309.00;28706217_0;94.10;4.82;194.00;484.95;88.00;4;0.00;115.20;0;tripinfo_in_os_to_sl.0;car;0.62;
in_od_to_os.13;2207.00;803785575#0_0;5.10;0.00;2.70;2309.00;45494495_0;58.90;10.07;102.00;969.96;0.00;0;0.00;10.35;0;tripinfo_in_od_to_os.13;car;0.96;
in_ns_to_ko.9;2090.00;-23142338#2_0;5.10;0.00;0.86;2310.00;972103805_0;116.86;11.18;220.00;1398.55;71.00;2;0.00;96.31;0;tripinfo_in_ns_to_ko.9;car;1.02;
wu_os_to_gg.11;1955.00;-45494495_0;5.10;0.00;0.77;2311.00;23156305_0;1264.14;9.82;356.00;3034.34;3.00;2;0.00;76.21;0;tripinfo_wu_os_to_gg.11;car;0.98;
wu_od_to_gg.33;1911.00;803785575#0_0;5.10;0.00;0.36;2313.00;23156305_0;1264.14;11.48;402.00;3669.96;3.00;1;0.00;99.65;0;tripinfo_wu_od_to_gg.33;car;1.10;
in_ba_to_sl.0;2005.00;-230845886_0;5.10;0.00;3.16;2314.00;28706217_0;94.10;7.76;309.00;1934.94;93.00;2;0.00;119.02;0;tripinfo_in_ba_to_sl.0;car;0.95;
in_os_to_ns.0;2024.00;-45494495_0;5.10;0.00;3.76;2314.00;23142338#2_0;290.21;10.04;290.00;1665.91;89.00;4;0.00;125.31;0;tripinfo_in_os_to_ns.0;car;0.99;
wu_os_to_gg.12;1966.00;-45494495_0;5.10;0.00;1.05;2315.00;23156305_0;1264.14;10.44;349.00;3034.34;2.00;1;0.00;57.06;0;tripinfo_wu_os_to_gg.12;car;0.94;
in_os_to_ba.0;2083.00;-45494495_0;5.10;0.00;0.70;2315.00;230845886_0;633.12;10.20;232.00;1746.52;38.00;4;0.00;67.02;0;tripinfo_in_os_to_ba.0;car;0.96;
in_ba_to_kl.0;2116.00;-230845886_0;5.10;0.00;11.44;2315.00;28716808#1_0;754.74;9.91;199.00;1727.09;0.00;0;0.00;29.40;0;tripinfo_in_ba_to_kl.0;car;0.92;
in_od_to_ns.2;2056.00;803785575#0_0;5.10;0.00;9.10;2316.00;23142338#2_0;290.21;12.38;260.00;1928.29;25.00;2;0.00;97.72;0;tripinfo_in_od_to_ns.2;car;1.15;
wu_ns_to_gg.8;1917.00;-23142338#2_0;5.10;0.00;0.32;2317.00;23156305_0;1264.14;10.41;400.00;3297.24;41.00;3;0.00;107.02;0;tripinfo_wu_ns_to_gg.8;car;1.03;
wu_ba_to_sl.25;2020.00;-230845886_0;5.10;0.00;3.46;2319.00;28706217_0;94.10;7.29;299.00;1934.94;66.00;2;0.00;95.31;0;tripinfo_wu_ba_to_sl.25;car;0.88;
in_od_to_os.14;2218.00;803785575#0_0;5.10;0.00;0.02;2319.00;45494495_0;58.90;9.84;101.00;969.96;0.00;0;0.00;8.53;0;tripinfo_in_od_to_os.14;car;0.95;
in_os_to_ns.1;2032.00;-45494495_0;5.10;0.00;8.95;2322.00;23142338#2_0;290.21;10.48;290.00;1665.91;68.00;5;0.00;130.17;0;tripinfo_in_os_to_ns.1;car;1.02;
in_od_to_ba.0;2025.00;803785575#0_0;5.10;0.00;0.02;2323.00;230845886_0;633.12;9.24;298.00;2382.14;26.00;3;0.00;60.83;0;tripinfo_in_od_to_ba.0;car;0.91;
in_ns_to_as.1;2049.00;-23142338#2_0;5.10;0.00;0.63;2323.00;41899283#1_0;148.70;7.25;274.00;2009.37;0.00;0;0.00;31.57;0;tripinfo_in_ns_to_as.1;car;0.75;
in_ba_to_as.7;2136.00;-230845886_0;5.10;0.00;0.05;2325.00;41899283#1_0;148.70;10.37;189.00;1430.78;15.00;1;0.00;50.12;0;tripinfo_in_ba_to_as.7;car;0.93;
in_as_to_ko.9;2172.00;23687583_0;5.10;0.00;2.63;2325.00;972103805_0;116.86;10.56;153.00;1102.39;35.00;2;0.00;50.57;0;tripinfo_in_as_to_ko.9;car;0.97;
in_os_to_sl.1;2188.00;-45494495_0;5.10;0.00;0.47;2326.00;28706217_0;94.10;7.04;138.00;484.95;58.00;2;0.00;80.74;0;tripinfo_in_os_to_sl.1;car;0.86;
in_ba_to_as.8;2154.00;-230845886_0;5.10;0.00;2.36;2327.00;41899283#1_0;148.70;10.17;173.00;1430.78;8.00;1;0.00;37.30;0;tripinfo_in_ba_to_as.8;car;0.96;
in_ba_to_sl.1;2032.00;-230845886_0;5.10;0.00;2.50;2328.00;28706217_0;94.10;8.03;296.00;1934.94;51.00;4;0.00;113.69;0;tripinfo_in_ba_to_sl.1;car;0.99;
in_as_to_ko.10;2175.00;23687583_0;5.10;0.00;4.61;2328.00;972103805_0;116.86;9.79;153.00;1102.39;23.00;3;0.00;46.67;0;tripinfo_in_as_to_ko.10;car;0.94;
in_os_to_ba.1;2107.00;-45494495_0;5.10;0.00;0.06;2330.00;230845886_0;633.12;10.45;223.00;1746.52;23.00;3;0.00;72.29;0;tripinfo_in_os_to_ba.1;car;1.05;
in_as_to_ko.11;2178.00;23687583_0;5.10;0.00;2.60;2332.00;972103805_0;116.86;8.81;154.00;1102.39;17.00;3;0.00;43.04;0;tripinfo_in_as_to_ko.11;car;0.90;
in_od_to_os.16;2244.00;803785575#0_0;5.10;0.00;0.06;2332.00;45494495_0;58.90;10.86;88.00;969.96;0.00;0;0.00;7.59;0;tripinfo_in_od_to_os.16;car;1.09;
in_ba_to_ko.3;2044.00;-230845886_0;5.10;0.00;7.42;2333.00;972103805_0;116.86;10.78;289.00;2114.29;45.00;4;0.00;102.47;0;tripinfo_in_ba_to_ko.3;car;1.03;
in_ba_to_as.9;2175.00;-230845886_0;5.10;0.00;2.33;2334.00;41899283#1_0;148.70;9.97;159.00;1430.78;2.00;1;0.00;21.85;0;tripinfo_in_ba_to_as.9;car;0.94;
in_ba_to_ko.4;2053.00;-230845886_0;5.10;0.00;0.51;2336.00;972103805_0;116.86;10.21;283.00;2114.29;35.00;3;0.00;79.43;0;tripinfo_in_ba_to_ko.4;car;0.94;
in_od_to_os.15;2241.00;803785575#0_0;5.10;0.00;0.20;2336.00;45494495_0;58.90;10.39;95.00;969.96;0.00;0;0.00;8.69;0;tripinfo_in_od_to_os.15;car;1.02;
in_ba_to_ko.5;2056.00;-230845886_0;5.10;0.00;0.61;2338.00;972103805_0;116.86;12.10;282.00;2114.29;34.00;4;0.00;109.22;0;tripinfo_in_ba_to_ko.5;car;1.11;
in_as_to_os.4;2162.00;23687583_0;5.10;0.00;3.77;2340.00;45494495_0;58.90;9.70;178.00;1689.77;0.00;0;0.00;23.58;0;tripinfo_in_as_to_os.4;car;0.99;
in_as_to_gj.6;2244.00;23687583_0;5.10;0.00;1.15;2341.00;23527526_0;253.75;8.61;97.00;649.06;16.00;1;0.00;28.14;0;tripinfo_in_as_to_gj.6;car;0.86;
in_as_to_ba.5;2205.00;23687583_0;5.10;0.00;0.17;2342.00;230845886_0;633.12;11.25;137.00;1356.50;10.00;1;0.00;25.41;0;tripinfo_in_as_to_ba.5;car;1.10;
wu_od_to_kl.25;2034.00;803785575#0_0;5.10;0.00;0.78;2343.00;28716808#1_0;754.74;10.53;309.00;2678.40;23.00;2;0.00;80.13;0;tripinfo_wu_od_to_kl.25;car;1.06;
in_ba_to_gj.4;2160.00;-230845886_0;5.10;0.00;4.17;2343.00;23527526_0;253.75;11.19;183.00;1755.68;6.00;2;0.00;38.53;0;tripinfo_in_ba_to_gj.4;car;1.10;
in_ns_to_ko.10;2102.00;-23142338#2_0;5.10;0.00;5.16;2344.00;972103805_0;116.86;10.44;242.00;1398.55;75.00;3;0.00;109.41;0;tripinfo_in_ns_to_ko.10;car;0.96;
in_as_to_ns.2;2096.00;23687583_0;5.10;0.00;2.30;2345.00;23142338#2_0;290.21;8.76;249.00;1995.73;0.00;0;0.00;28.49;0;tripinfo_in_as_to_ns.2;car;0.82;
in_ns_to_ko.11;2124.00;-23142338#2_0;5.10;0.00;3.30;2346.00;972103805_0;116.86;10.35;222.00;1398.55;51.00;4;0.00;98.99;0;tripinfo_in_ns_to_ko.11;car;1.03;
in_od_to_ba.1;2065.00;803785575#0_0;5.10;0.00;11.31;2351.00;230845886_0;633.12;10.81;286.00;2382.14;32.00;4;0.00;78.63;0;tripinfo_in_od_to_ba.1;car;1.04;
in_ba_to_gj.5;2169.00;-230845886_0;5.10;0.00;6.88;2353.00;23527526_0;253.75;10.94;184.00;1755.68;5.00;1;0.00;25.97;0;tripinfo_in_ba_to_gj.5;car;1.01;
in_os_to_ba.2;2118.00;-45494495_0;5.10;0.00;6.35;2354.00;230845886_0;633.12;11.49;236.00;1746.52;29.00;5;0.00;88.64;0;tripinfo_in_os_to_ba.2;car;1.08;
in_ba_to_os.1;2187.00;-230845886_0;5.10;0.00;0.51;2358.00;45494495_0;58.90;11.17;171.00;1647.96;0.00;0;0.00;29.49;0;tripinfo_in_ba_to_os.1;car;1.06;
in_as_to_ba.4;2181.00;23687583_0;5.10;0.00;3.64;2364.00;230845886_0;633.12;9.57;183.00;1356.50;24.00;4;0.00;56.28;0;tripinfo_in_as_to_ba.4;car;0.97;
in_od_to_kl.0;2037.00;803785575#0_0;5.10;0.00;3.46;2365.00;28716808#1_0;754.74;10.32;328.00;2678.40;25.00;3;0.00;74.17;0;tripinfo_in_od_to_kl.0;car;0.95;
in_od_to_os.18;2275.00;803785575#0_0;5.10;0.00;2.08;2365.00;45494495_0;58.90;11.12;90.00;969.96;0.00;0;0.00;8.59;0;tripinfo_in_od_to_os.18;car;1.08;
in_as_to_ba.6;2212.00;23687583_0;5.10;0.00;0.34;2366.00;230845886_0;633.12;10.24;154.00;1356.50;6.00;2;0.00;31.06;0;tripinfo_in_as_to_ba.6;car;1.00;
in_od_to_ko.0;2053.00;803785575#0_0;5.10;0.00;14.03;2367.00;972103805_0;116.86;9.25;314.00;2307.67;26.00;2;0.00;61.32;0;tripinfo_in_od_to_ko.0;car;0.87;
in_od_to_ba.2;2071.00;803785575#0_0;5.10;0.00;14.49;2370.00;230845886_0;633.12;10.26;299.00;2382.14;21.00;2;0.00;78.41;0;tripinfo_in_od_to_ba.2;car;0.98;
in_od_to_gj.0;2044.00;803785575#0_0;5.10;0.00;7.36;2371.00;23527526_0;253.75;9.75;327.00;2706.99;23.00;3;0.00;75.51;0;tripinfo_in_od_to_gj.0;car;0.97;
in_os_to_ba.3;2147.00;-45494495_0;5.10;0.00;0.06;2371.00;230845886_0;633.12;11.40;224.00;1746.52;20.00;2;0.00;72.89;0;tripinfo_in_os_to_ba.3;car;1.04;
in_ba_to_os.2;2193.00;-230845886_0;5.10;0.00;5.05;2371.00;45494495_0;58.90;10.01;178.00;1647.96;0.00;0;0.00;25.32;0;tripinfo_in_ba_to_os.2;car;0.98;
in_os_to_as.1;2144.00;-45494495_0;5.10;0.00;0.88;2372.00;41899283#1_0;148.70;12.46;228.00;1746.47;25.00;3;0.00;88.75;0;tripinfo_in_os_to_as.1;car;1.14;
in_os_to_ko.0;2027.00;-45494495_0;5.10;0.00;6.02;2373.00;972103805_0;116.86;9.17;346.00;2045.29;70.00;5;0.00;116.43;0;tripinfo_in_os_to_ko.0;car;0.85;
in_od_to_ba.3;2089.00;803785575#0_0;5.10;0.00;18.28;2373.00;230845886_0;633.12;13.04;284.00;2382.14;18.00;2;0.00;110.46;0;tripinfo_in_od_to_ba.3;car;1.24;
in_ba_to_os.3;2207.00;-230845886_0;5.10;0.00;1.27;2373.00;45494495_0;58.90;10.20;166.00;1647.96;0.00;0;0.00;21.16;0;tripinfo_in_ba_to_os.3;car;1.03;
in_ba_to_os.4;2210.00;-230845886_0;5.10;0.00;3.14;2374.00;45494495_0;58.90;10.99;164.00;1647.96;0.00;0;0.00;24.95;0;tripinfo_in_ba_to_os.4;car;1.07;
in_od_to_ko.1;2086.00;803785575#0_0;5.10;0.00;18.70;2375.00;972103805_0;116.86;11.03;289.00;2307.67;8.00;2;0.00;67.46;0;tripinfo_in_od_to_ko.1;car;0.99;
in_ns_to_ko.12;2127.00;-23142338#2_0;5.10;0.00;5.14;2377.00;972103805_0;116.86;9.80;250.00;1398.55;81.00;4;0.00;116.98;0;tripinfo_in_ns_to_ko.12;car;0.95;
in_ns_to_ko.13;2133.00;-23142338#2_0;5.10;0.00;8.00;2379.00;972103805_0;116.86;11.64;246.00;1398.55;74.00;3;0.00;127.86;0;tripinfo_in_ns_to_ko.13;car;1.07;
in_ba_to_ns.0;2128.00;-230845886_0;5.10;0.00;1.49;2379.00;23142338#2_0;290.21;12.64;251.00;2346.36;8.00;2;0.00;69.24;0;tripinfo_in_ba_to_ns.0;car;1.17;
in_od_to_as.2;2062.00;803785575#0_0;5.10;0.00;14.05;2380.00;41899283#1_0;148.70;9.43;318.00;2382.09;26.00;3;0.00;77.08;0;tripinfo_in_od_to_as.2;car;0.89;
in_ns_to_os.0;2099.00;-23142338#2_0;5.10;0.00;3.10;2380.00;45494495_0;58.90;11.07;281.00;1865.82;72.00;4;0.00;125.98;0;tripinfo_in_ns_to_os.0;car;1.09;
in_ns_to_ko.14;2150.00;-23142338#2_0;5.10;0.00;0.31;2380.00;972103805_0;116.86;12.74;230.00;1398.55;74.00;2;0.00;122.97;0;tripinfo_in_ns_to_ko.14;car;1.18;
in_as_to_gg.1;2220.00;23687583_0;5.10;0.00;2.78;2382.00;23156305_0;1264.14;10.16;162.00;1600.87;2.00;1;0.00;18.52;0;tripinfo_in_as_to_gg.1;car;1.01;
in_od_to_as.1;2059.00;803785575#0_0;5.10;0.00;11.84;2383.00;41899283#1_0;148.70;11.76;324.00;2382.09;49.00;6;0.00;137.03;0;tripinfo_in_od_to_as.1;car;1.15;
in_os_to_br.0;2021.00;-45494495_0;5.10;0.00;1.39;2384.00;23156390_0;1121.44;7.41;363.00;2513.69;8.00;2;0.00;54.65;0;tripinfo_in_os_to_br.0;car;0.74;
in_as_to_ko.12;2229.00;23687583_0;5.10;0.00;4.02;2384.00;972103805_0;116.86;11.26;155.00;1102.39;35.00;2;0.00;57.36;0;tripinfo_in_as_to_ko.12;car;1.02;
in_os_to_br.1;2071.00;-45494495_0;5.10;0.00;0.75;2386.00;23156390_0;1121.44;9.78;315.00;2513.69;6.00;2;0.00;79.26;0;tripinfo_in_os_to_br.1;car;0.97;
in_os_to_br.2;2078.00;-45494495_0;5.10;0.00;0.11;2388.00;23156390_0;1121.44;11.24;310.00;2513.69;14.00;2;0.00;91.01;0;tripinfo_in_os_to_br.2;car;1.05;
in_ba_to_ko.6;2095.00;-230845886_0;5.10;0.00;0.84;2388.00;972103805_0;116.86;8.99;293.00;2114.29;35.00;1;0.00;61.66;0;tripinfo_in_ba_to_ko.6;car;0.83;
in_ba_to_ko.7;2101.00;-230845886_0;5.10;0.00;0.73;2390.00;972103805_0;116.86;9.74;289.00;2114.29;36.00;2;0.00;90.63;0;tripinfo_in_ba_to_ko.7;car;0.97;
in_ba_to_as.10;2234.00;-230845886_0;5.10;0.00;0.93;2394.00;41899283#1_0;148.70;11.45;160.00;1430.78;0.00;0;0.00;39.68;0;tripinfo_in_ba_to_as.10;car;1.07;
in_ba_to_ko.8;2113.00;-230845886_0;5.10;0.00;8.86;2395.00;972103805_0;116.86;7.51;282.00;2114.29;6.00;1;0.00;35.22;0;tripinfo_in_ba_to_ko.8;car;0.78;
in_od_to_os.17;2269.00;803785575#0_0;5.10;0.00;3.23;2395.00;45494495_0;58.90;7.83;126.00;969.96;0.00;0;0.00;11.91;0;tripinfo_in_od_to_os.17;car;0.77;
in_od_to_ba.4;2092.00;803785575#0_0;5.10;0.00;18.02;2397.00;230845886_0;633.12;9.56;305.00;2382.14;12.00;3;0.00;67.74;0;tripinfo_in_od_to_ba.4;car;0.91;
in_ba_to_ko.9;2119.00;-230845886_0;5.10;0.00;10.24;2397.00;972103805_0;116.86;12.30;278.00;2114.29;29.00;2;0.00;113.06;0;tripinfo_in_ba_to_ko.9;car;1.17;
in_as_to_ns.3;2135.00;23687583_0;5.10;0.00;6.39;2397.00;23142338#2_0;290.21;10.32;262.00;1995.73;37.00;3;0.00;67.92;0;tripinfo_in_as_to_ns.3;car;0.94;
in_od_to_os.19;2287.00;803785575#0_0;5.10;0.00;8.36;2397.00;45494495_0;58.90;10.59;110.00;969.96;0.00;0;0.00;21.36;0;tripinfo_in_od_to_os.19;car;0.99;
in_os_to_ba.4;2172.00;-45494495_0;5.10;0.00;0.56;2398.00;230845886_0;633.12;11.02;226.00;1746.52;11.00;3;0.00;83.83;0;tripinfo_in_os_to_ba.4;car;1.11;
in_ba_to_ko.10;2157.00;-230845886_0;5.10;0.00;4.20;2399.00;972103805_0;116.86;10.59;242.00;2114.29;14.00;2;0.00;46.92;0;tripinfo_in_ba_to_ko.10;car;0.99;
in_os_to_od.3;2307.00;-45494495_0;5.10;0.00;0.64;2400.00;23156030#6_0;109.07;11.44;93.00;865.51;6.00;1;0.00;17.43;0;tripinfo_in_os_to_od.3;car;1.04;
in_ba_to_ko.11;2163.00;-230845886_0;5.10;0.00;7.01;2401.00;972103805_0;116.86;11.34;238.00;2114.29;8.00;2;0.00;56.07;0;tripinfo_in_ba_to_ko.11;car;1.06;
in_as_to_br.0;2226.00;23687583_0;5.10;0.00;2.48;2402.00;23156390_0;1121.44;10.57;176.00;1694.48;0.00;0;0.00;27.78;0;tripinfo_in_as_to_br.0;car;1.04;
in_ns_to_ko.15;2162.00;-23142338#2_0;5.10;0.00;0.40;2403.00;972103805_0;116.86;10.43;241.00;1398.55;81.00;3;0.00;109.77;0;tripinfo_in_ns_to_ko.15;car;0.96;
in_ba_to_gj.6;2201.00;-230845886_0;5.10;0.00;0.97;2407.00;23527526_0;253.75;9.67;206.00;1755.68;15.00;1;0.00;36.52;0;tripinfo_in_ba_to_gj.6;car;0.94;
in_as_to_sl.0;2068.00;23687583_0;5.10;0.00;6.33;2414.00;28706217_0;94.10;8.51;346.00;1976.75;114.00;3;0.00;179.58;0;tripinfo_in_as_to_sl.0;car;1.10;
wu_ba_to_kl.1;2190.00;-230845886_0;5.10;0.00;2.37;2415.00;28716808#1_0;754.74;8.71;225.00;1727.09;20.00;2;0.00;46.38;0;tripinfo_wu_ba_to_kl.1;car;0.87;
in_od_to_gg.0;2015.00;803785575#0_0;5.10;0.00;2.68;2417.00;23156305_0;1264.14;10.63;402.00;3669.96;16.00;2;0.00;60.55;0;tripinfo_in_od_to_gg.0;car;0.97;
in_od_to_kl.1;2111.00;803785575#0_0;5.10;0.00;21.68;2417.00;28716808#1_0;754.74;11.42;306.00;2678.40;12.00;3;0.00;77.28;0;tripinfo_in_od_to_kl.1;car;1.06;
in_ns_to_as.2;2096.00;-23142338#2_0;5.10;0.00;0.81;2418.00;41899283#1_0;148.70;8.86;322.00;2009.37;75.00;4;0.00;111.54;0;tripinfo_in_ns_to_as.2;car;0.87;
in_os_to_ba.5;2222.00;-45494495_0;5.10;0.00;1.73;2421.00;230845886_0;633.12;11.75;199.00;1746.52;0.00;0;0.00;59.28;0;tripinfo_in_os_to_ba.5;car;1.13;
in_od_to_os.20;2320.00;803785575#0_0;5.10;0.00;17.03;2428.00;45494495_0;58.90;9.91;108.00;969.96;0.00;0;0.00;9.77;0;tripinfo_in_od_to_os.20;car;0.90;
in_od_to_gj.1;2077.00;803785575#0_0;5.10;0.00;14.77;2429.00;23527526_0;253.75;8.35;352.00;2706.99;13.00;2;0.00;65.82;0;tripinfo_in_od_to_gj.1;car;0.86;
in_od_to_ko.2;2104.00;803785575#0_0;5.10;0.00;15.69;2429.00;972103805_0;116.86;9.05;325.00;2307.67;26.00;2;0.00;61.13;0;tripinfo_in_od_to_ko.2;car;0.83;
in_ns_to_gg.0;2020.00;-23142338#2_0;5.10;0.00;0.23;2431.00;23156305_0;1264.14;9.94;411.00;3297.24;47.00;2;0.00;86.33;0;tripinfo_in_ns_to_gg.0;car;0.92;
in_od_to_ko.3;2123.00;803785575#0_0;5.10;0.00;30.49;2431.00;972103805_0;116.86;10.82;308.00;2307.67;24.00;2;0.00;93.72;0;tripinfo_in_od_to_ko.3;car;1.02;
in_od_to_ko.4;2130.00;803785575#0_0;5.10;0.00;31.20;2433.00;972103805_0;116.86;11.42;303.00;2307.67;22.00;2;0.00;108.60;0;tripinfo_in_od_to_ko.4;car;1.13;
in_ba_to_gg.0;2139.00;-230845886_0;5.10;0.00;0.15;2433.00;23156305_0;1264.14;11.95;294.00;2718.65;13.00;1;0.00;78.30;0;tripinfo_in_ba_to_gg.0;car;1.15;
in_os_to_as.2;2183.00;-45494495_0;5.10;0.00;0.58;2433.00;41899283#1_0;148.70;10.83;250.00;1746.47;27.00;7;0.00;98.67;0;tripinfo_in_os_to_as.2;car;1.05;
in_od_to_ko.5;2136.00;803785575#0_0;5.10;0.00;31.35;2435.00;972103805_0;116.86;10.58;299.00;2307.67;16.00;2;0.00;82.83;0;tripinfo_in_od_to_ko.5;car;1.01;
in_od_to_ns.3;2157.00;803785575#0_0;5.10;0.00;24.66;2435.00;23142338#2_0;290.21;11.30;278.00;1928.29;42.00;2;0.00;97.50;0;tripinfo_in_od_to_ns.3;car;1.03;
in_od_to_ko.6;2145.00;803785575#0_0;5.10;0.00;36.14;2437.00;972103805_0;116.86;10.71;292.00;2307.67;15.00;2;0.00;82.72;0;tripinfo_in_od_to_ko.6;car;1.05;
in_os_to_ba.6;2225.00;-45494495_0;5.10;0.00;4.35;2437.00;230845886_0;633.12;11.25;212.00;1746.52;8.00;1;0.00;64.69;0;tripinfo_in_os_to_ba.6;car;1.07;
in_od_to_as.3;2117.00;803785575#0_0;5.10;0.00;27.04;2438.00;41899283#1_0;148.70;9.19;321.00;2382.09;17.00;4;0.00;85.13;0;tripinfo_in_od_to_as.3;car;0.91;
in_od_to_ko.7;2148.00;803785575#0_0;5.10;0.00;37.91;2439.00;972103805_0;116.86;11.59;291.00;2307.67;15.00;2;0.00;90.90;0;tripinfo_in_od_to_ko.7;car;1.10;
in_od_to_as.4;2154.00;803785575#0_0;5.10;0.00;30.96;2440.00;41899283#1_0;148.70;12.20;286.00;2382.09;8.00;3;0.00;97.82;0;tripinfo_in_od_to_as.4;car;1.15;
in_as_to_ko.13;2268.00;23687583_0;5.10;0.00;1.56;2442.00;972103805_0;116.86;12.00;174.00;1102.39;60.00;3;0.00;84.85;0;tripinfo_in_as_to_ko.13;car;1.11;
in_os_to_br.3;2124.00;-45494495_0;5.10;0.00;1.32;2443.00;23156390_0;1121.44;12.00;319.00;2513.69;38.00;6;0.00;115.33;0;tripinfo_in_os_to_br.3;car;1.13;
in_od_to_ns.4;2160.00;803785575#0_0;5.10;0.00;17.15;2443.00;23142338#2_0;290.21;9.69;283.00;1928.29;42.00;2;0.00;81.57;0;tripinfo_in_od_to_ns.4;car;0.92;
in_os_to_as.3;2228.00;-45494495_0;5.10;0.00;5.59;2443.00;41899283#1_0;148.70;11.72;215.00;1746.47;7.00;1;0.00;72.70;0;tripinfo_in_os_to_as.3;car;1.11;
in_ba_to_sl.2;2064.00;-230845886_0;5.10;0.00;0.82;2444.00;28706217_0;94.10;8.83;380.00;1934.94;139.00;6;0.00;222.56;0;tripinfo_in_ba_to_sl.2;car;1.14;
in_od_to_ns.5;2175.00;803785575#0_0;5.10;0.00;21.38;2445.00;23142338#2_0;290.21;11.40;270.00;1928.29;39.00;2;0.00;100.64;0;tripinfo_in_od_to_ns.5;car;1.10;
in_as_to_sl.1;2077.00;23687583_0;5.10;0.00;3.56;2446.00;28706217_0;94.10;8.60;369.00;1976.75;149.00;5;0.00;203.79;0;tripinfo_in_as_to_sl.1;car;1.11;
in_od_to_ns.6;2184.00;803785575#0_0;5.10;0.00;16.24;2447.00;23142338#2_0;290.21;10.09;263.00;1928.29;38.00;2;0.00;76.63;0;tripinfo_in_od_to_ns.6;car;1.00;
in_od_to_os.21;2332.00;803785575#0_0;5.10;0.00;24.77;2447.00;45494495_0;58.90;9.05;115.00;969.96;0.00;0;0.00;9.76;0;tripinfo_in_od_to_os.21;car;0.83;
in_as_to_ko.14;2330.00;23687583_0;5.10;0.00;0.90;2448.00;972103805_0;116.86;10.46;118.00;1102.39;3.00;1;0.00;16.74;0;tripinfo_in_as_to_ko.14;car;0.99;
in_od_to_ba.5;2166.00;803785575#0_0;5.10;0.00;17.02;2449.00;230845886_0;633.12;10.12;283.00;2382.14;16.00;2;0.00;64.72;0;tripinfo_in_od_to_ba.5;car;0.99;
in_od_to_ba.6;2169.00;803785575#0_0;5.10;0.00;19.98;2453.00;230845886_0;633.12;9.64;284.00;2382.14;13.00;2;0.00;63.86;0;tripinfo_in_od_to_ba.6;car;0.98;
in_ba_to_ko.12;2182.00;-230845886_0;5.10;0.00;0.30;2454.00;972103805_0;116.86;8.59;272.00;2114.29;3.00;2;0.00;34.78;0;tripinfo_in_ba_to_ko.12;car;0.81;
in_od_to_os.22;2347.00;803785575#0_0;5.10;0.00;31.79;2455.00;45494495_0;58.90;9.99;108.00;969.96;0.00;0;0.00;15.33;0;tripinfo_in_od_to_os.22;car;0.95;
in_od_to_os.23;2368.00;803785575#0_0;5.10;0.00;23.91;2457.00;45494495_0;58.90;11.47;89.00;969.96;0.00;0;0.00;7.77;0;tripinfo_in_od_to_os.23;car;1.09;
in_as_to_gj.7;2387.00;23687583_0;5.10;0.00;2.74;2463.00;23527526_0;253.75;8.75;76.00;649.06;0.00;0;0.00;9.04;0;tripinfo_in_as_to_gj.7;car;0.88;
in_od_to_gj.2;2107.00;803785575#0_0;5.10;0.00;18.12;2465.00;23527526_0;253.75;10.57;358.00;2706.99;34.00;6;0.00;108.26;0;tripinfo_in_od_to_gj.2;car;0.98;
in_os_to_od.4;2343.00;-45494495_0;5.10;0.00;2.27;2465.00;23156030#6_0;109.07;10.81;122.00;865.51;30.00;1;0.00;41.48;0;tripinfo_in_os_to_od.4;car;0.98;
